"Status","Year","Disability","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Shropshire and Staffordshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","No function","340","330","27050","24800"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","South Yorkshire","Unknown","60","50","26650","21680"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Counter Fraud","50","50","22490","21260"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Debt","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","No function","250","250","23910","21300"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Southern Scotland","Unknown","70","60","27030","27230"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","No function","660","640","27730","26140"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","No function","540","530","26360","23930"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Property","60","60","22830","22010"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","160","150","28920","27570"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Counter Fraud","100","100","24610","21260"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","No function","730","720","25940","22000"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Security","50","50","29170","23850"
"New entrant CS","2022","Declared non-disabled","West Central Scotland","Unknown","600","590","32090","27940"
"New entrant CS","2022","Declared non-disabled","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Communications","110","110","27870","26590"
"New entrant CS","2022","Declared non-disabled","West Midlands","Counter Fraud","60","60","26960","26590"
"New entrant CS","2022","Declared non-disabled","West Midlands","Debt","120","120","21660","21250"
"New entrant CS","2022","Declared non-disabled","West Midlands","Digital, Data & Technology","70","70","37890","35900"
"New entrant CS","2022","Declared non-disabled","West Midlands","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","No function","1240","1200","27860","26590"
"New entrant CS","2022","Declared non-disabled","West Midlands","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Property","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Midlands","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Counter Fraud","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","No function","700","680","23770","21840"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Wales and The Valleys","Unknown","110","110","34080","31210"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Communications","60","60","28320","26590"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Debt","50","50","21870","21260"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Digital, Data & Technology","80","70","38900","35500"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Finance","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","No function","1120","1080","27690","26130"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","West Yorkshire","Unknown","90","90","34040","27570"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
