"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","AA/AO","Counter Fraud","370","350","22400","21260"
"New entrant CS","2022","Declared non-disabled","AA/AO","Debt","580","560","21290","21250"
"New entrant CS","2022","Declared non-disabled","AA/AO","Digital, Data & Technology","160","160","20400","20910"
"New entrant CS","2022","Declared non-disabled","AA/AO","Finance","90","90","21260","21250"
"New entrant CS","2022","Declared non-disabled","AA/AO","Grants Management","460","440","21220","21300"
"New entrant CS","2022","Declared non-disabled","AA/AO","Human Resources","180","170","21380","21170"
"New entrant CS","2022","Declared non-disabled","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","AA/AO","Legal","210","210","21210","21250"
"New entrant CS","2022","Declared non-disabled","AA/AO","No function","9410","9160","22190","21260"
"New entrant CS","2022","Declared non-disabled","AA/AO","Project Delivery","90","80","21060","21260"
"New entrant CS","2022","Declared non-disabled","AA/AO","Property","110","110","21490","21750"
"New entrant CS","2022","Declared non-disabled","AA/AO","Security","180","180","25310","24540"
"New entrant CS","2022","Declared non-disabled","AA/AO","Unknown","1230","1200","21720","21170"
"New entrant CS","2022","Declared non-disabled","EO","Analysis","150","150","26730","26250"
"New entrant CS","2022","Declared non-disabled","EO","Commercial","110","110","26130","26350"
"New entrant CS","2022","Declared non-disabled","EO","Communications","410","400","26620","26590"
"New entrant CS","2022","Declared non-disabled","EO","Counter Fraud","550","540","27670","27570"
"New entrant CS","2022","Declared non-disabled","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Digital, Data & Technology","330","320","26230","26350"
"New entrant CS","2022","Declared non-disabled","EO","Finance","170","160","25600","26130"
"New entrant CS","2022","Declared non-disabled","EO","Grants Management","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Human Resources","210","200","26120","26590"
"New entrant CS","2022","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","EO","Legal","220","220","27090","26950"
"New entrant CS","2022","Declared non-disabled","EO","No function","5080","4970","27460","27570"
"New entrant CS","2022","Declared non-disabled","EO","Project Delivery","300","300","23870","24150"
"New entrant CS","2022","Declared non-disabled","EO","Property","120","110","25250","25000"
"New entrant CS","2022","Declared non-disabled","EO","Security","80","80","27100","26350"
"New entrant CS","2022","Declared non-disabled","EO","Unknown","860","840","27560","27230"
"New entrant CS","2022","Declared non-disabled","G6/G7","Analysis","80","80","56350","53380"
"New entrant CS","2022","Declared non-disabled","G6/G7","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Digital, Data & Technology","420","420","55140","54150"
"New entrant CS","2022","Declared non-disabled","G6/G7","Finance","80","80","55550","54170"
"New entrant CS","2022","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Human Resources","100","100","54860","53500"
"New entrant CS","2022","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Legal","280","270","53890","50500"
"New entrant CS","2022","Declared non-disabled","G6/G7","No function","950","920","55990","53130"
"New entrant CS","2022","Declared non-disabled","G6/G7","Project Delivery","170","160","56170","54110"
"New entrant CS","2022","Declared non-disabled","G6/G7","Property","80","70","56130","54700"
"New entrant CS","2022","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","G6/G7","Unknown","260","250","57840","54280"
"New entrant CS","2022","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","No function","80","80","93610","89860"
"New entrant CS","2022","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Analysis","570","560","33790","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Commercial","210","200","35790","35000"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Communications","240","230","35200","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Counter Fraud","110","110","35110","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Digital, Data & Technology","730","730","35890","35540"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Finance","210","210","36780","36420"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Human Resources","260","260","34480","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Legal","180","180","40440","41750"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","No function","3780","3700","34530","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Project Delivery","560","550","35940","35000"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Property","200","200","35760","33080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Security","100","100","35010","32080"
"New entrant CS","2022","Declared non-disabled","SEO/HEO","Unknown","890","870","36250","35250"
"New entrant CS","2022","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","4040","3780","28650","24800"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","110","110","36940","33700"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","No function","380","360","21740","21260"
"New entrant CS","2022","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","70","60","21430","21170"
"New entrant CS","2022","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","No function","280","270","27570","27570"
"New entrant CS","2022","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","No function","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","No function","240","240","34400","33210"
"New entrant CS","2022","Undeclared","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","290","270","30100","28200"
"New entrant CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Communications","80","80","21680","21250"
"New entrant CS","2022","Unknown","AA/AO","Counter Fraud","90","80","21690","21250"
"New entrant CS","2022","Unknown","AA/AO","Debt","300","290","21250","21250"
"New entrant CS","2022","Unknown","AA/AO","Digital, Data & Technology","80","70","21130","21170"
"New entrant CS","2022","Unknown","AA/AO","Finance","60","60","21050","21250"
"New entrant CS","2022","Unknown","AA/AO","Human Resources","90","90","21450","21170"
"New entrant CS","2022","Unknown","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Legal","70","70","21780","22200"
"New entrant CS","2022","Unknown","AA/AO","No function","5630","5430","22200","21260"
"New entrant CS","2022","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Property","180","180","21640","21750"
"New entrant CS","2022","Unknown","AA/AO","Security","280","280","24930","23540"
"New entrant CS","2022","Unknown","AA/AO","Unknown","1730","1670","21750","21260"
"New entrant CS","2022","Unknown","EO","Analysis","100","90","26980","27270"
"New entrant CS","2022","Unknown","EO","Commercial","80","80","25490","25520"
"New entrant CS","2022","Unknown","EO","Communications","360","330","26740","26590"
"New entrant CS","2022","Unknown","EO","Counter Fraud","220","220","27670","26590"
"New entrant CS","2022","Unknown","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Digital, Data & Technology","210","210","27120","27130"
"New entrant CS","2022","Unknown","EO","Finance","140","120","25100","25000"
"New entrant CS","2022","Unknown","EO","Human Resources","130","110","26020","26590"
"New entrant CS","2022","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Legal","60","60","27730","26960"
"New entrant CS","2022","Unknown","EO","No function","1980","1920","27660","27130"
"New entrant CS","2022","Unknown","EO","Project Delivery","150","150","21200","19460"
"New entrant CS","2022","Unknown","EO","Property","130","130","25630","25000"
"New entrant CS","2022","Unknown","EO","Security","100","90","27600","26460"
"New entrant CS","2022","Unknown","EO","Unknown","2300","2170","27280","27230"
"New entrant CS","2022","Unknown","G6/G7","Analysis","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Commercial","200","200","69200","70000"
"New entrant CS","2022","Unknown","G6/G7","Communications","50","30","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Digital, Data & Technology","190","180","55880","54500"
"New entrant CS","2022","Unknown","G6/G7","Finance","60","50","55390","53390"
"New entrant CS","2022","Unknown","G6/G7","Human Resources","50","50","58180","56130"
"New entrant CS","2022","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Legal","50","50","53900","52080"
