"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Heterosexual / straight","450","440","33680","29360"
"New entrant CS","2022","Female","Department for Education","LGBO","50","50","33320","32870"
"New entrant CS","2022","Female","Department for Education","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Unknown","130","130","33630","30320"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","990","960","33090","30220"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","LGBO","120","120","32810","29850"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","90","90","33840","32560"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","480","450","28160","24370"
"New entrant CS","2022","Female","Department for International Trade","Heterosexual / straight","120","120","35550","31800"
"New entrant CS","2022","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Unknown","80","80","35020","31800"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Heterosexual / straight","230","230","36180","33210"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","70","70","34500","33210"
"New entrant CS","2022","Female","Department for Transport","Heterosexual / straight","550","520","30240","26130"
"New entrant CS","2022","Female","Department for Transport","LGBO","70","70","30090","26130"
"New entrant CS","2022","Female","Department for Transport","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Unknown","360","340","29650","26130"
"New entrant CS","2022","Female","Department for Work and Pensions","Heterosexual / straight","4540","4390","26100","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","LGBO","380","370","25100","26370"
"New entrant CS","2022","Female","Department for Work and Pensions","Undeclared","250","240","26020","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","Unknown","870","840","25800","27570"
"New entrant CS","2022","Female","Department of Health and Social Care","Heterosexual / straight","1240","1120","35480","32330"
"New entrant CS","2022","Female","Department of Health and Social Care","LGBO","130","120","32790","28600"
"New entrant CS","2022","Female","Department of Health and Social Care","Undeclared","530","340","35670","32330"
"New entrant CS","2022","Female","Department of Health and Social Care","Unknown","320","300","43540","36820"
"New entrant CS","2022","Female","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Heterosexual / straight","90","90","33810","30350"
"New entrant CS","2022","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Heterosexual / straight","160","150","26200","22600"
"New entrant CS","2022","Female","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Unknown","140","130","27250","22600"
"New entrant CS","2022","Female","HM Revenue and Customs","Heterosexual / straight","2150","2080","26610","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","LGBO","210","200","26740","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","Undeclared","110","110","26710","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","Unknown","1920","1830","25800","21750"
"New entrant CS","2022","Female","HM Treasury","Heterosexual / straight","140","140","33110","28500"
"New entrant CS","2022","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Heterosexual / straight","260","260","29420","24880"
"New entrant CS","2022","Female","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Unknown","930","890","28490","24880"
"New entrant CS","2022","Female","Ministry of Defence","Heterosexual / straight","1150","1100","29510","26350"
"New entrant CS","2022","Female","Ministry of Defence","LGBO","100","100","27070","25530"
"New entrant CS","2022","Female","Ministry of Defence","Undeclared","60","50","29590","26350"
"New entrant CS","2022","Female","Ministry of Defence","Unknown","700","670","28620","26030"
"New entrant CS","2022","Female","Ministry of Justice","Heterosexual / straight","6350","6050","26890","24190"
"New entrant CS","2022","Female","Ministry of Justice","LGBO","700","680","26300","23170"
"New entrant CS","2022","Female","Ministry of Justice","Undeclared","370","350","27970","24800"
"New entrant CS","2022","Female","Ministry of Justice","Unknown","4200","3910","26300","24620"
"New entrant CS","2022","Female","National Crime Agency","Heterosexual / straight","190","180","35720","32890"
"New entrant CS","2022","Female","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","160","160","48120","46360"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Heterosexual / straight","180","180","35900","30950"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","Heterosexual / straight","1340","1300","30030","27230"
"New entrant CS","2022","Female","Scottish Government","LGBO","190","190","29530","27230"
"New entrant CS","2022","Female","Scottish Government","Undeclared","80","80","31220","27230"
"New entrant CS","2022","Female","Scottish Government","Unknown","1110","1060","29000","27230"
"New entrant CS","2022","Female","The National Archives","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Heterosexual / straight","60","60","40800","33180"
"New entrant CS","2022","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","Heterosexual / straight","420","370","28650","27030"
"New entrant CS","2022","Female","UK Statistics Authority","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","Unknown","70","50","25320","19860"
"New entrant CS","2022","Female","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Heterosexual / straight","170","160","35260","31210"
"New entrant CS","2022","Female","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Heterosexual / straight","250","250","37430","33430"
"New entrant CS","2022","Male","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","Heterosexual / straight","340","340","39930","34550"
"New entrant CS","2022","Male","Cabinet Office","LGBO","50","50","36660","33280"
"New entrant CS","2022","Male","Cabinet Office","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","Unknown","480","480","42650","28000"
"New entrant CS","2022","Male","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
