"Status","Year","Function_of_post","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Analysis","Asian","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Economics","50","50","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Economics","180","170","35670","31800"
"New entrant CS","2022","Analysis","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Operational Delivery","70","70","29780","30210"
"New entrant CS","2022","Analysis","White","Operational Research","50","50","30750","30710"
"New entrant CS","2022","Analysis","White","Other","50","50","[c]","[c]"
"New entrant CS","2022","Analysis","White","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Science and Engineering","80","70","30620","29510"
"New entrant CS","2022","Analysis","White","Social Research","200","200","34620","30710"
"New entrant CS","2022","Analysis","White","Statistics","220","210","33480","31700"
"New entrant CS","2022","Analysis","White","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Commercial","180","130","34670","29180"
"New entrant CS","2022","Commercial","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","200","190","74760","70630"
"New entrant CS","2022","Commercial","White","Commercial","360","350","32180","30420"
"New entrant CS","2022","Commercial","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","White","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Human Resources","[c]","[c]","[c]","[c]"
