"Status","Year","Region_ITL2","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Commercial","70","70","32480","26670"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Finance","100","90","31440","25000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Human Resources","90","80","28820","22000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","No function","100","100","31720","28650"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Project Delivery","630","620","33080","30000"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Property","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Security","50","50","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","Unknown","200","190","29190","25190"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","No function","80","80","28940","26050"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","No function","250","240","21440","20600"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","No function","80","80","32120","32770"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","No function","50","50","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","No function","60","60","32110","29360"
"New entrant CS","2021","Greater Manchester","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Transport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Work and Pensions","Unknown","980","970","27630","27570"
"New entrant CS","2021","Greater Manchester","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department of Health and Social Care","No function","140","120","27760","19630"
"New entrant CS","2021","Greater Manchester","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Communications","180","180","26910","25560"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","No function","330","330","21300","20140"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Home Office","Unknown","150","150","32640","24880"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","No function","270","250","21590","20600"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
