"Status","Year","Region_ITL1","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Overseas","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Operational Delivery","270","260","24470","20760"
"New entrant CS","2021","Scotland","Heterosexual / straight","Other","140","140","25230","23450"
"New entrant CS","2021","Scotland","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Security","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Tax","120","110","21320","20140"
"New entrant CS","2021","Scotland","Heterosexual / straight","Unknown","1420","1380","27580","27570"
"New entrant CS","2021","Scotland","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Unknown","190","190","28040","27570"
"New entrant CS","2021","Scotland","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Operational Delivery","80","80","21850","20850"
"New entrant CS","2021","Scotland","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Unknown","100","100","29880","27570"
"New entrant CS","2021","Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Operational Delivery","360","360","21990","20810"
"New entrant CS","2021","Scotland","Unknown","Other","80","70","24880","23450"
"New entrant CS","2021","Scotland","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Tax","310","310","20660","20140"
"New entrant CS","2021","Scotland","Unknown","Unknown","920","890","33070","28120"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Digital, Data and Technology","80","80","39490","35900"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Finance","50","50","33640","30730"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Legal","50","50","42470","50520"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Medicine","50","40","47330","37890"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Operational Delivery","1070","1030","25670","24440"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Other","180","170","25280","20920"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Project Delivery","120","110","36510","33000"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Property","50","50","39340","33300"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Science and Engineering","100","90","30160","27960"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Security","110","110","27350","25540"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Unknown","1580","1540","26970","27570"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Operational Delivery","110","110","24910","24020"
"New entrant CS","2021","South East (England)","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Planning","[c]","[c]","[c]","[c]"
