"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Property","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","White","90","90","26050","27700"
"New entrant CS","2022","Psychology","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","20-29","Asian","60","60","28690","27540"
"New entrant CS","2022","Science and Engineering","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","20-29","Unknown","140","140","25400","25050"
"New entrant CS","2022","Science and Engineering","20-29","White","550","550","27410","26370"
"New entrant CS","2022","Science and Engineering","30-39","Asian","40","30","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Science and Engineering","30-39","White","240","230","35700","33000"
"New entrant CS","2022","Science and Engineering","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Science and Engineering","40-49","White","150","140","39670","39030"
"New entrant CS","2022","Science and Engineering","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","50-59","White","160","150","41070","40070"
"New entrant CS","2022","Science and Engineering","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","White","30","30","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Unknown","120","120","25030","23540"
"New entrant CS","2022","Security","20-29","White","120","120","26170","25000"
"New entrant CS","2022","Security","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","30-39","Unknown","60","60","28340","25000"
"New entrant CS","2022","Security","30-39","White","80","80","29300","25000"
"New entrant CS","2022","Security","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Security","40-49","White","80","70","29990","25540"
"New entrant CS","2022","Security","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Security","50-59","White","80","80","31140","25810"
"New entrant CS","2022","Security","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","White","140","140","32270","30710"
"New entrant CS","2022","Social Research","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","White","60","50","37480","38340"
"New entrant CS","2022","Social Research","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Unknown","60","60","26420","25120"
"New entrant CS","2022","Statistics","20-29","White","170","170","30520","30710"
"New entrant CS","2022","Statistics","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","White","40","40","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Asian","180","170","27720","26590"
"New entrant CS","2022","Tax","20-29","Black","40","40","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Unknown","330","320","26380","26590"
"New entrant CS","2022","Tax","20-29","White","550","540","26850","26590"
