"Status","Year","Profession_of_post","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Legal","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","Female","40","40","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","30-39","Female","90","80","47450","39030"
"New entrant CS","2022","Medicine","30-39","Male","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","40-49","Female","60","50","50310","39030"
"New entrant CS","2022","Medicine","40-49","Male","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","Female","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Female","330","320","22040","21260"
"New entrant CS","2022","Operational Delivery","16-19","Male","270","250","21720","21250"
"New entrant CS","2022","Operational Delivery","20-29","Female","8750","8550","24260","23140"
"New entrant CS","2022","Operational Delivery","20-29","Male","5260","5200","24440","23140"
"New entrant CS","2022","Operational Delivery","30-39","Female","4960","4650","26430","24800"
"New entrant CS","2022","Operational Delivery","30-39","Male","3590","3540","26340","24880"
"New entrant CS","2022","Operational Delivery","40-49","Female","3810","3560","28100","25500"
"New entrant CS","2022","Operational Delivery","40-49","Male","2250","2200","29040","26140"
"New entrant CS","2022","Operational Delivery","50-59","Female","3350","3120","27640","24950"
"New entrant CS","2022","Operational Delivery","50-59","Male","2350","2200","29150","26830"
"New entrant CS","2022","Operational Delivery","60-64","Female","820","710","27100","24800"
"New entrant CS","2022","Operational Delivery","60-64","Male","660","580","29280","27570"
"New entrant CS","2022","Operational Delivery","65+","Female","210","170","28970","27420"
"New entrant CS","2022","Operational Delivery","65+","Male","240","180","30170","28200"
"New entrant CS","2022","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Female","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Male","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Male","40","40","[c]","[c]"
"New entrant CS","2022","Other","20-29","Female","560","550","24350","21640"
"New entrant CS","2022","Other","20-29","Male","500","490","24000","21260"
"New entrant CS","2022","Other","30-39","Female","340","320","27570","23450"
"New entrant CS","2022","Other","30-39","Male","260","250","31020","27220"
"New entrant CS","2022","Other","40-49","Female","230","220","29950","26350"
"New entrant CS","2022","Other","40-49","Male","230","230","33290","26350"
"New entrant CS","2022","Other","50-59","Female","180","170","26860","21260"
"New entrant CS","2022","Other","50-59","Male","210","210","29660","26350"
"New entrant CS","2022","Other","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Male","40","40","[c]","[c]"
"New entrant CS","2022","Other","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","20-29","Female","1260","1240","32800","32560"
"New entrant CS","2022","Policy","20-29","Male","920","910","33100","32560"
"New entrant CS","2022","Policy","30-39","Female","520","500","39130","36500"
"New entrant CS","2022","Policy","30-39","Male","430","420","40740","37350"
"New entrant CS","2022","Policy","40-49","Female","270","250","42880","39910"
"New entrant CS","2022","Policy","40-49","Male","180","180","42980","39600"
"New entrant CS","2022","Policy","50-59","Female","150","140","41090","36740"
"New entrant CS","2022","Policy","50-59","Male","110","110","43800","38750"
"New entrant CS","2022","Policy","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Female","230","230","31170","30530"
"New entrant CS","2022","Project Delivery","20-29","Male","190","190","30330","29230"
"New entrant CS","2022","Project Delivery","30-39","Female","180","170","37710","35050"
"New entrant CS","2022","Project Delivery","30-39","Male","170","170","38840","39600"
"New entrant CS","2022","Project Delivery","40-49","Female","140","140","41040","38110"
"New entrant CS","2022","Project Delivery","40-49","Male","120","120","43010","40000"
"New entrant CS","2022","Project Delivery","50-59","Female","60","60","40230","38000"
"New entrant CS","2022","Project Delivery","50-59","Male","100","100","47850","41480"
"New entrant CS","2022","Project Delivery","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","20-29","Female","140","140","28760","26030"
"New entrant CS","2022","Property","20-29","Male","130","130","28640","27120"
"New entrant CS","2022","Property","30-39","Female","80","80","35400","33000"
"New entrant CS","2022","Property","30-39","Male","80","80","36850","33000"
"New entrant CS","2022","Property","40-49","Female","60","60","37030","33000"
"New entrant CS","2022","Property","40-49","Male","100","100","42950","40000"
"New entrant CS","2022","Property","50-59","Female","30","30","[c]","[c]"
"New entrant CS","2022","Property","50-59","Male","100","100","38690","33080"
"New entrant CS","2022","Property","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","20-29","Female","130","130","26010","27380"
"New entrant CS","2022","Psychology","20-29","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Female","30","30","[c]","[c]"
"New entrant CS","2022","Psychology","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","16-19","Male","60","60","18100","17140"
"New entrant CS","2022","Science and Engineering","20-29","Female","340","340","26890","26370"
"New entrant CS","2022","Science and Engineering","20-29","Male","460","460","27320","27010"
"New entrant CS","2022","Science and Engineering","30-39","Female","180","170","34510","32310"
"New entrant CS","2022","Science and Engineering","30-39","Male","180","170","36290","33000"
"New entrant CS","2022","Science and Engineering","40-49","Female","100","90","39030","38650"
"New entrant CS","2022","Science and Engineering","40-49","Male","120","120","39910","40000"
"New entrant CS","2022","Science and Engineering","50-59","Female","70","60","40300","40030"
"New entrant CS","2022","Science and Engineering","50-59","Male","120","120","41370","42500"
"New entrant CS","2022","Science and Engineering","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","20-29","Female","70","70","26140","23710"
"New entrant CS","2022","Security","20-29","Male","180","180","25620","25000"
"New entrant CS","2022","Security","30-39","Female","40","40","[c]","[c]"
"New entrant CS","2022","Security","30-39","Male","130","130","30010","25000"
"New entrant CS","2022","Security","40-49","Female","30","30","[c]","[c]"
"New entrant CS","2022","Security","40-49","Male","90","90","29770","25000"
"New entrant CS","2022","Security","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","50-59","Male","110","110","30660","25000"
"New entrant CS","2022","Security","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","20-29","Female","150","150","32410","30710"
"New entrant CS","2022","Social Research","20-29","Male","50","50","[c]","[c]"
"New entrant CS","2022","Social Research","30-39","Female","50","50","37510","38340"
"New entrant CS","2022","Social Research","30-39","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","65+","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","20-29","Female","120","120","28950","30150"
"New entrant CS","2022","Statistics","20-29","Male","150","150","29980","30150"
"New entrant CS","2022","Statistics","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","30-39","Male","40","40","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","40-49","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","50-59","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","16-19","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","20-29","Female","580","560","26840","26590"
"New entrant CS","2022","Tax","20-29","Male","560","560","26990","26590"
"New entrant CS","2022","Tax","30-39","Female","360","340","27220","26590"
"New entrant CS","2022","Tax","30-39","Male","460","460","28230","26590"
"New entrant CS","2022","Tax","40-49","Female","190","180","27520","26590"
"New entrant CS","2022","Tax","40-49","Male","180","170","28860","26590"
"New entrant CS","2022","Tax","50-59","Female","90","90","26720","26590"
"New entrant CS","2022","Tax","50-59","Male","90","90","28180","26590"
"New entrant CS","2022","Tax","60-64","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","60-64","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","65+","Female","[c]","[c]","[c]","[c]"
