"Status","Year","Profession_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Internal Audit","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","London","40","40","[c]","[c]"
"New entrant CS","2021","International Trade","White","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","White","East of England","[c]","[c]","[c]","[c]"
