"Status","Year","Sex","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Other","AA/AO","650","620","21240","21260"
"New entrant CS","2022","Female","Other","EO","370","360","25730","26880"
"New entrant CS","2022","Female","Other","G6/G7","60","50","54720","53600"
"New entrant CS","2022","Female","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other","SEO/HEO","240","230","34430","33700"
"New entrant CS","2022","Female","Other","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Policy","AA/AO","80","80","21370","21260"
"New entrant CS","2022","Female","Policy","EO","450","440","26560","26250"
"New entrant CS","2022","Female","Policy","G6/G7","350","330","54400","53130"
"New entrant CS","2022","Female","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Policy","SEO/HEO","1330","1290","34670","33570"
"New entrant CS","2022","Female","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","EO","130","130","26120","26350"
"New entrant CS","2022","Female","Project Delivery","G6/G7","100","90","55290","54110"
"New entrant CS","2022","Female","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","SEO/HEO","330","320","35520","35050"
"New entrant CS","2022","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Property","EO","120","120","25620","25000"
"New entrant CS","2022","Female","Property","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Female","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","SEO/HEO","130","120","35860","34020"
"New entrant CS","2022","Female","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","EO","60","60","25130","24620"
"New entrant CS","2022","Female","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","SEO/HEO","90","80","29210","27700"
"New entrant CS","2022","Female","Science and Engineering","AA/AO","120","120","21260","21170"
"New entrant CS","2022","Female","Science and Engineering","EO","160","160","25910","26370"
"New entrant CS","2022","Female","Science and Engineering","G6/G7","60","50","53170","50730"
"New entrant CS","2022","Female","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Science and Engineering","SEO/HEO","370","330","34630","32350"
"New entrant CS","2022","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","AA/AO","90","90","23540","23540"
"New entrant CS","2022","Female","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","EO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","SEO/HEO","180","170","34050","31210"
"New entrant CS","2022","Female","Statistics","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Statistics","EO","40","30","[c]","[c]"
"New entrant CS","2022","Female","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","SEO/HEO","80","80","33860","33080"
"New entrant CS","2022","Female","Tax","AA/AO","410","390","21250","21250"
"New entrant CS","2022","Female","Tax","EO","500","490","26970","26590"
"New entrant CS","2022","Female","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Tax","SEO/HEO","310","300","33860","33080"
"New entrant CS","2022","Female","Unknown","AA/AO","1370","1310","21850","21250"
"New entrant CS","2022","Female","Unknown","EO","1240","1200","27300","27230"
"New entrant CS","2022","Female","Unknown","G6/G7","430","410","58180","54700"
"New entrant CS","2022","Female","Unknown","SCS","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","SEO/HEO","1410","1380","33550","31540"
"New entrant CS","2022","Female","Unknown","Unknown","120","100","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Commercial","EO","90","90","25130","25520"
"New entrant CS","2022","Male","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","SEO/HEO","170","150","35620","36120"
"New entrant CS","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","EO","50","40","[c]","[c]"
"New entrant CS","2022","Male","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","SEO/HEO","110","110","35410","35060"
"New entrant CS","2022","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","AA/AO","120","120","22640","21260"
"New entrant CS","2022","Male","Counter Fraud","EO","140","140","27940","27570"
"New entrant CS","2022","Male","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data and Technology","AA/AO","120","120","20350","21170"
"New entrant CS","2022","Male","Digital, Data and Technology","EO","380","380","26630","26500"
"New entrant CS","2022","Male","Digital, Data and Technology","G6/G7","470","460","57250","56130"
"New entrant CS","2022","Male","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data and Technology","SEO/HEO","800","780","36330","35900"
"New entrant CS","2022","Male","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Economics","EO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","SEO/HEO","140","140","33420","32560"
"New entrant CS","2022","Male","Finance","AA/AO","50","50","21040","21250"
"New entrant CS","2022","Male","Finance","EO","170","160","25100","25120"
"New entrant CS","2022","Male","Finance","G6/G7","80","80","56660","54880"
"New entrant CS","2022","Male","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","SEO/HEO","260","240","36570","36500"
"New entrant CS","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","AA/AO","70","70","21550","21170"
"New entrant CS","2022","Male","Human Resources","EO","80","70","25760","26590"
"New entrant CS","2022","Male","Human Resources","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","SEO/HEO","120","120","34610","33040"
"New entrant CS","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","EO","70","70","27410","26590"
"New entrant CS","2022","Male","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","EO","80","80","28110","26970"
"New entrant CS","2022","Male","Legal","G6/G7","130","120","53630","51380"
"New entrant CS","2022","Male","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","SEO/HEO","120","110","37900","38000"
"New entrant CS","2022","Male","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Male","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Delivery","AA/AO","7520","7390","22410","21260"
"New entrant CS","2022","Male","Operational Delivery","EO","3470","3360","27730","27570"
"New entrant CS","2022","Male","Operational Delivery","G6/G7","220","210","55820","53360"
"New entrant CS","2022","Male","Operational Delivery","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Male","Operational Delivery","SEO/HEO","1030","1000","35990","33080"
"New entrant CS","2022","Male","Operational Delivery","Unknown","2340","2160","30030","28130"
"New entrant CS","2022","Male","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Other","AA/AO","470","460","21140","21260"
"New entrant CS","2022","Male","Other","EO","360","360","25140","26350"
"New entrant CS","2022","Male","Other","G6/G7","90","80","58530","54130"
"New entrant CS","2022","Male","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other","SEO/HEO","240","230","34630","34000"
"New entrant CS","2022","Male","Other","Unknown","120","120","20890","16190"
"New entrant CS","2022","Male","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Policy","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Policy","EO","280","270","26630","26180"
"New entrant CS","2022","Male","Policy","G6/G7","290","280","54490","53360"
"New entrant CS","2022","Male","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Policy","SEO/HEO","1040","1020","34630","33570"
"New entrant CS","2022","Male","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","EO","110","100","25070","24750"
"New entrant CS","2022","Male","Project Delivery","G6/G7","120","120","56460","53530"
"New entrant CS","2022","Male","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","SEO/HEO","310","310","36470","36840"
"New entrant CS","2022","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Property","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Property","EO","120","120","25990","25000"
"New entrant CS","2022","Male","Property","G6/G7","80","80","56200","54110"
"New entrant CS","2022","Male","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","SEO/HEO","210","200","34980","33000"
"New entrant CS","2022","Male","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","AA/AO","130","130","20300","20750"
"New entrant CS","2022","Male","Science and Engineering","EO","200","200","24260","25010"
"New entrant CS","2022","Male","Science and Engineering","G6/G7","80","80","55340","53540"
"New entrant CS","2022","Male","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","SEO/HEO","480","470","34220","33000"
"New entrant CS","2022","Male","Science and Engineering","Unknown","90","90","34730","31500"
"New entrant CS","2022","Male","Security","AA/AO","390","390","25440","25000"
"New entrant CS","2022","Male","Security","EO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","SEO/HEO","70","70","36420","36370"
"New entrant CS","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","G6/G7","[c]","[c]","[c]","[c]"
