"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East of England","Department for Work and Pensions","EO","350","330","28360","27570"
"New entrant CS","2022","East of England","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Department of Health and Social Care","SEO/HEO","60","50","35980","36330"
"New entrant CS","2022","East of England","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Home Office","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Home Office","EO","60","50","29590","24880"
"New entrant CS","2022","East of England","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Defence","AA/AO","130","130","22050","21170"
"New entrant CS","2022","East of England","Ministry of Defence","EO","70","70","27440","26350"
"New entrant CS","2022","East of England","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Defence","SEO/HEO","80","80","36960","34500"
"New entrant CS","2022","East of England","Ministry of Justice","AA/AO","750","740","23850","23140"
"New entrant CS","2022","East of England","Ministry of Justice","EO","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Justice","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Ministry of Justice","Unknown","900","820","27260","24800"
"New entrant CS","2022","East of England","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Attorney General's Departments","AA/AO","110","110","22080","21250"
"New entrant CS","2022","London","Attorney General's Departments","EO","180","170","27280","26950"
"New entrant CS","2022","London","Attorney General's Departments","G6/G7","180","170","53790","50500"
"New entrant CS","2022","London","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Attorney General's Departments","SEO/HEO","80","80","40090","42690"
"New entrant CS","2022","London","Cabinet Office","AA/AO","60","60","20680","18450"
"New entrant CS","2022","London","Cabinet Office","EO","130","120","26710","27500"
"New entrant CS","2022","London","Cabinet Office","G6/G7","200","190","61640","56520"
"New entrant CS","2022","London","Cabinet Office","SCS","30","30","[c]","[c]"
"New entrant CS","2022","London","Cabinet Office","SEO/HEO","570","560","30700","28000"
"New entrant CS","2022","London","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Competition and Markets Authority","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","EO","130","120","27850","27680"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","G6/G7","70","70","56790","54130"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Business, Energy and Industrial Strategy","SEO/HEO","330","330","36790","33570"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","EO","90","80","26300","26180"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Digital, Culture, Media and Sport","SEO/HEO","180","180","34700","34020"
"New entrant CS","2022","London","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Education","EO","60","60","27890","28500"
"New entrant CS","2022","London","Department for Education","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","London","Department for Education","SEO/HEO","90","80","36610","36660"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","EO","120","120","27320","27960"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","G6/G7","160","150","55080","52290"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","SEO/HEO","480","480","34650","32560"
"New entrant CS","2022","London","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for International Trade","EO","150","150","26310","26250"
"New entrant CS","2022","London","Department for International Trade","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","London","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for International Trade","SEO/HEO","190","190","34290","31800"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","EO","90","90","27850","27850"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","G6/G7","60","60","55140","53130"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Levelling Up, Housing and Communities","SEO/HEO","190","190","35450","33210"
"New entrant CS","2022","London","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Transport","EO","100","100","28950","29970"
"New entrant CS","2022","London","Department for Transport","G6/G7","160","160","57680","54110"
"New entrant CS","2022","London","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Transport","SEO/HEO","250","250","37630","34710"
"New entrant CS","2022","London","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Department for Work and Pensions","AA/AO","210","210","25100","25110"
"New entrant CS","2022","London","Department for Work and Pensions","EO","820","800","30830","31060"
"New entrant CS","2022","London","Department for Work and Pensions","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","London","Department for Work and Pensions","SEO/HEO","170","170","37220","36650"
"New entrant CS","2022","London","Department of Health and Social Care","AA/AO","120","90","23550","23780"
"New entrant CS","2022","London","Department of Health and Social Care","EO","480","390","27050","27140"
"New entrant CS","2022","London","Department of Health and Social Care","G6/G7","320","280","57100","53360"
"New entrant CS","2022","London","Department of Health and Social Care","SCS","70","60","103200","95140"
"New entrant CS","2022","London","Department of Health and Social Care","SEO/HEO","820","720","35530","32790"
"New entrant CS","2022","London","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Revenue and Customs","AA/AO","50","50","25260","25330"
"New entrant CS","2022","London","HM Revenue and Customs","EO","300","300","30570","30750"
"New entrant CS","2022","London","HM Revenue and Customs","G6/G7","60","50","60800","58600"
"New entrant CS","2022","London","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Revenue and Customs","SEO/HEO","350","350","38340","37610"
"New entrant CS","2022","London","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Treasury","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","London","HM Treasury","EO","50","40","[c]","[c]"
"New entrant CS","2022","London","HM Treasury","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","London","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","HM Treasury","SEO/HEO","140","140","32150","32320"
"New entrant CS","2022","London","Home Office","AA/AO","90","90","24030","24040"
"New entrant CS","2022","London","Home Office","EO","430","420","29350","28650"
"New entrant CS","2022","London","Home Office","G6/G7","90","80","62190","59930"
"New entrant CS","2022","London","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Home Office","SEO/HEO","250","250","37750","35050"
"New entrant CS","2022","London","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ministry of Defence","AA/AO","50","50","25650","25640"
"New entrant CS","2022","London","Ministry of Defence","EO","110","100","27760","28700"
"New entrant CS","2022","London","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ministry of Defence","SEO/HEO","130","130","40230","41500"
"New entrant CS","2022","London","Ministry of Justice","AA/AO","940","940","26970","25740"
"New entrant CS","2022","London","Ministry of Justice","EO","230","230","28250","28310"
"New entrant CS","2022","London","Ministry of Justice","G6/G7","80","80","58420","58000"
"New entrant CS","2022","London","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ministry of Justice","SEO/HEO","410","400","37260","34260"
"New entrant CS","2022","London","Ministry of Justice","Unknown","1070","1010","34280","32090"
"New entrant CS","2022","London","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","National Crime Agency","EO","90","90","35030","33730"
"New entrant CS","2022","London","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
