"Status","Year","Function_of_post","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Digital, Data and Technology","550","540","55390","53530"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","Unknown","110","110","54640","54700"
"New entrant CS","2022","Digital, Data & Technology","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Digital, Data and Technology","1160","1120","36020","35900"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","90","90","36040","34960"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Finance","120","110","21070","21250"
"New entrant CS","2022","Finance","AA/AO","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Finance","280","250","25170","25000"
"New entrant CS","2022","Finance","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Finance","130","130","55820","54110"
"New entrant CS","2022","Finance","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Finance","440","400","36330","36500"
"New entrant CS","2022","Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Operational Delivery","480","450","21220","21300"
"New entrant CS","2022","Grants Management","EO","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Human Resources","220","210","21440","21170"
"New entrant CS","2022","Human Resources","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Unknown","50","50","20990","21050"
"New entrant CS","2022","Human Resources","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Human Resources","280","250","25910","26350"
"New entrant CS","2022","Human Resources","EO","Operational Delivery","70","70","27640","27570"
"New entrant CS","2022","Human Resources","EO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Human Resources","150","140","56010","54290"
"New entrant CS","2022","Human Resources","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Human Resources","380","370","34650","33080"
"New entrant CS","2022","Human Resources","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Unknown","50","50","32230","32000"
"New entrant CS","2022","Human Resources","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Internal Audit","30","30","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Operational Delivery","310","300","21390","21250"
"New entrant CS","2022","Legal","AA/AO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Legal","140","140","27810","27230"
"New entrant CS","2022","Legal","EO","Operational Delivery","60","60","26560","25480"
"New entrant CS","2022","Legal","EO","Other","90","90","26710","26950"
"New entrant CS","2022","Legal","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Legal","360","340","53660","51320"
"New entrant CS","2022","Legal","G6/G7","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Legal","210","210","40550","41750"
"New entrant CS","2022","Legal","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Geography","50","50","20420","20420"
"New entrant CS","2022","No function","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Operational Delivery","15010","14550","22260","21260"
"New entrant CS","2022","No function","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Other","330","320","21330","21260"
"New entrant CS","2022","No function","AA/AO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Policy","110","110","20960","21250"
"New entrant CS","2022","No function","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Psychology","30","30","[c]","[c]"
"New entrant CS","2022","No function","AA/AO","Science and Engineering","160","160","20770","19880"
"New entrant CS","2022","No function","AA/AO","Tax","570","540","21250","21250"
"New entrant CS","2022","No function","AA/AO","Unknown","180","180","21620","21250"
"New entrant CS","2022","No function","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","International Trade","60","60","[c]","[c]"
"New entrant CS","2022","No function","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Operational Delivery","5930","5750","27860","27570"
"New entrant CS","2022","No function","EO","Other","230","230","25770","26250"
"New entrant CS","2022","No function","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Policy","610","590","26330","26180"
"New entrant CS","2022","No function","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Psychology","70","70","25100","24620"
"New entrant CS","2022","No function","EO","Science and Engineering","190","180","26420","26370"
"New entrant CS","2022","No function","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","EO","Tax","710","710","27180","26590"
"New entrant CS","2022","No function","EO","Unknown","170","170","27120","27500"
"New entrant CS","2022","No function","EO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Inspector of Education and Training","70","70","72490","70500"
"New entrant CS","2022","No function","G6/G7","International Trade","30","30","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Operational Delivery","460","440","55700","53360"
"New entrant CS","2022","No function","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Other","60","60","57940","55000"
"New entrant CS","2022","No function","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Policy","580","560","54250","53130"
"New entrant CS","2022","No function","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Science and Engineering","90","80","53060","50910"
"New entrant CS","2022","No function","G6/G7","Security","[c]","[c]","[c]","[c]"
