"Status","Year","Function_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","100","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","230","220","34630","31990"
"New entrant CS","2022","Finance","White","Heterosexual / straight","510","500","33330","29360"
"New entrant CS","2022","Finance","White","LGBO","60","60","33420","29000"
"New entrant CS","2022","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Unknown","330","320","21560","21300"
"New entrant CS","2022","Grants Management","White","Heterosexual / straight","140","130","21980","21300"
"New entrant CS","2022","Grants Management","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Heterosexual / straight","90","90","31090","27570"
"New entrant CS","2022","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Heterosexual / straight","60","50","29260","27570"
"New entrant CS","2022","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","240","230","33410","27770"
"New entrant CS","2022","Human Resources","White","Heterosexual / straight","680","660","32730","28780"
"New entrant CS","2022","Human Resources","White","LGBO","90","90","32720","27570"
"New entrant CS","2022","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Heterosexual / straight","180","170","37460","38000"
"New entrant CS","2022","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Heterosexual / straight","80","70","32540","26950"
"New entrant CS","2022","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","80","80","39420","37420"
"New entrant CS","2022","Legal","White","Heterosexual / straight","690","660","37250","34320"
"New entrant CS","2022","Legal","White","LGBO","80","80","31270","26770"
"New entrant CS","2022","Legal","White","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Legal","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Asian","Heterosexual / straight","2780","2680","28210","27570"
"New entrant CS","2022","No function","Asian","LGBO","80","80","27480","27060"
"New entrant CS","2022","No function","Asian","Undeclared","130","120","30020","27570"
"New entrant CS","2022","No function","Asian","Unknown","100","90","29010","26590"
"New entrant CS","2022","No function","Black","Heterosexual / straight","1730","1680","29020","27570"
"New entrant CS","2022","No function","Black","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","No function","Black","Undeclared","70","70","31020","31060"
"New entrant CS","2022","No function","Black","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","No function","Mixed","Heterosexual / straight","870","840","28860","27570"
"New entrant CS","2022","No function","Mixed","LGBO","130","120","28190","26590"
"New entrant CS","2022","No function","Mixed","Undeclared","70","70","28930","27060"
"New entrant CS","2022","No function","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Other ethnicity","Heterosexual / straight","240","230","28990","27570"
"New entrant CS","2022","No function","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Heterosexual / straight","190","180","27930","26810"
"New entrant CS","2022","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Undeclared","380","360","31290","28200"
"New entrant CS","2022","No function","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Heterosexual / straight","220","210","30620","27570"
"New entrant CS","2022","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Undeclared","180","120","37350","32790"
"New entrant CS","2022","No function","Unknown","Unknown","11830","11260","27080","24800"
"New entrant CS","2022","No function","White","Heterosexual / straight","18840","18170","28240","25710"
"New entrant CS","2022","No function","White","LGBO","2380","2340","27720","25710"
"New entrant CS","2022","No function","White","Undeclared","1040","990","29570","27500"
"New entrant CS","2022","No function","White","Unknown","430","410","29430","26590"
"New entrant CS","2022","Project Delivery","Asian","Heterosexual / straight","120","120","37330","33120"
"New entrant CS","2022","Project Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","400","400","32930","31490"
"New entrant CS","2022","Project Delivery","White","Heterosexual / straight","1080","1060","36110","33000"
"New entrant CS","2022","Project Delivery","White","LGBO","80","80","33030","30730"
"New entrant CS","2022","Project Delivery","White","Undeclared","60","50","40100","35530"
"New entrant CS","2022","Project Delivery","White","Unknown","100","90","31910","28000"
"New entrant CS","2022","Property","Asian","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Property","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Unknown","400","400","30020","25000"
"New entrant CS","2022","Property","White","Heterosexual / straight","500","500","33740","30880"
"New entrant CS","2022","Property","White","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Black","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Mixed","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","LGBO","[c]","[c]","[c]","[c]"
