"Status","Year","Region_ITL3","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East Riding of Yorkshire","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Heterosexual / straight","No function","60","50","28130","30720"
"New entrant CS","2021","East Surrey","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","East Surrey","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Unknown","No function","30","30","[c]","[c]"
"New entrant CS","2021","East Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","No function","60","60","23940","25850"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Heterosexual / straight","Unknown","180","170","24000","21010"
"New entrant CS","2021","East Sussex CC","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Heterosexual / straight","Unknown","100","100","30580","31060"
"New entrant CS","2021","Enfield","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Heterosexual / straight","Unknown","80","70","28730","29290"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Heterosexual / straight","Unknown","100","100","27420","29290"
"New entrant CS","2021","Essex Thames Gateway","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Heterosexual / straight","Unknown","100","90","21670","21010"
"New entrant CS","2021","Falkirk","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Fermanagh and Omagh","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Fermanagh and Omagh","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Heterosexual / straight","No function","80","80","23160","22850"
"New entrant CS","2021","Flintshire and Wrexham","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Unknown","No function","50","50","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","No function","150","150","26340","23450"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Heterosexual / straight","Unknown","480","460","26090","21010"
"New entrant CS","2021","Glasgow City","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","LGBO","Unknown","70","70","25920","23340"
"New entrant CS","2021","Glasgow City","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","No function","100","100","23440","22570"
"New entrant CS","2021","Glasgow City","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Glasgow City","Unknown","Unknown","250","240","30290","26160"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Heterosexual / straight","Unknown","80","70","26120","27570"
"New entrant CS","2021","Gloucestershire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Unknown","No function","30","30","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Heterosexual / straight","Unknown","170","160","26600","27570"
"New entrant CS","2021","Greater Manchester North East","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North West","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North West","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North West","Heterosexual / straight","Unknown","110","110","23730","21010"
"New entrant CS","2021","Greater Manchester North West","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester North West","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
