"Status","Year","Sex","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Department for Transport","Digital, Data and Technology","110","110","37490","31380"
"New entrant CS","2021","Male","Department for Transport","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Operational Delivery","300","280","25980","26130"
"New entrant CS","2021","Male","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Policy","100","100","36430","34710"
"New entrant CS","2021","Male","Department for Transport","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Operational Delivery","50","50","37760","31660"
"New entrant CS","2021","Male","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Work and Pensions","Unknown","7010","6980","26700","27570"
"New entrant CS","2021","Male","Department of Health and Social Care","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Communications","40","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Finance","50","50","37220","32790"
"New entrant CS","2021","Male","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Operational Delivery","370","330","36110","30460"
"New entrant CS","2021","Male","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Policy","230","230","42240","32790"
"New entrant CS","2021","Male","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Science and Engineering","130","120","33380","28730"
"New entrant CS","2021","Male","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Unknown","50","50","45450","40450"
"New entrant CS","2021","Male","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Digital, Data and Technology","70","70","32350","27130"
"New entrant CS","2021","Male","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Operational Delivery","210","210","22800","22350"
"New entrant CS","2021","Male","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Digital, Data and Technology","140","140","36820","31810"
"New entrant CS","2021","Male","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Operational Delivery","270","270","22660","20140"
"New entrant CS","2021","Male","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Property","90","90","30780","28940"
"New entrant CS","2021","Male","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Tax","1620","1600","22830","20140"
"New entrant CS","2021","Male","HM Revenue and Customs","Unknown","360","360","27220","20140"
"New entrant CS","2021","Male","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Policy","140","140","34440","32320"
"New entrant CS","2021","Male","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Digital, Data and Technology","120","120","51770","52050"
"New entrant CS","2021","Male","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Operational Delivery","650","630","25190","24880"
"New entrant CS","2021","Male","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Other","160","160","33160","28650"
"New entrant CS","2021","Male","Home Office","Policy","80","80","44200","41950"
"New entrant CS","2021","Male","Home Office","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Commercial","80","80","32880","30750"
"New entrant CS","2021","Male","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Digital, Data and Technology","90","90","36910","33290"
"New entrant CS","2021","Male","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Finance","80","80","31450","26350"
"New entrant CS","2021","Male","Ministry of Defence","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
