"Status","Year","Organisation","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","EO","80","80","24310","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","AA/AO","160","160","21910","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","EO","150","140","26130","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","AA/AO","70","70","22300","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","EO","160","160","26950","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","G6/G7","120","120","56700","54700"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared non-disabled","SEO/HEO","200","200","35850","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","80","80","20890","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","EO","70","70","26580","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","110","110","69930","64500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","SCS","160","160","82260","71500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","640","640","29180","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","SEO/HEO","60","60","32820","31780"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Declared non-disabled","AA/AO","80","80","20790","20760"
