"Status","Year","Profession_of_post","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","AA/AO","280","280","22740","21260"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","EO","340","330","28020","27570"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","AA/AO","50","50","17610","17900"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","EO","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","60","60","37130","34650"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","EO","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","G6/G7","60","50","51930","49860"
"New entrant CS","2022","Digital, Data and Technology","Department for Education","SEO/HEO","90","90","34070","36500"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","EO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","G6/G7","110","110","50450","47950"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","110","110","34810","35900"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Transport","SEO/HEO","60","60","36200","36680"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","EO","100","90","27600","27570"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","G6/G7","120","120","57190","57060"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department for Work and Pensions","SEO/HEO","150","140","37320","37100"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Department of Health and Social Care","SEO/HEO","90","60","33350","32790"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Land Registry","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs","EO","70","70","26890","26590"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Revenue and Customs","SEO/HEO","220","220","35060","33080"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","EO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","G6/G7","90","90","61620","59150"
"New entrant CS","2022","Digital, Data and Technology","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Home Office","SEO/HEO","110","110","37530","37450"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","EO","50","50","26280","26350"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","SEO/HEO","70","70","35640","33000"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","G6/G7","80","80","56620","56360"
"New entrant CS","2022","Digital, Data and Technology","Ministry of Justice","SEO/HEO","110","110","37370","36050"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
