"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Internal Audit","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","White","70","70","37180","31800"
"New entrant CS","2022","International Trade","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","Unknown","70","70","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","White","120","110","31250","29000"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","White","50","50","42450","41420"
"New entrant CS","2022","Legal","Declared non-disabled","Asian","110","100","44630","48080"
"New entrant CS","2022","Legal","Declared non-disabled","Black","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","White","450","440","43580","42100"
"New entrant CS","2022","Legal","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","140","140","35790","31060"
"New entrant CS","2022","Legal","Unknown","White","50","50","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","White","140","120","52000","39400"
"New entrant CS","2022","Medicine","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","110","80","45970","39030"
"New entrant CS","2022","Medicine","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared disabled","Asian","180","170","27140","27570"
"New entrant CS","2022","Operational Delivery","Declared disabled","Black","210","200","29680","28310"
"New entrant CS","2022","Operational Delivery","Declared disabled","Mixed","120","120","27490","26020"
"New entrant CS","2022","Operational Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Declared disabled","Undeclared","60","50","28750","27570"
"New entrant CS","2022","Operational Delivery","Declared disabled","Unknown","80","70","27800","24880"
"New entrant CS","2022","Operational Delivery","Declared disabled","White","2400","2290","26480","24270"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Asian","2090","2010","26210","26130"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Black","1250","1210","27860","27570"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Mixed","610","590","26620","25110"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Other ethnicity","170","170","27810","27070"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Undeclared","240","230","27060","25110"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","Unknown","560","540","23010","21300"
"New entrant CS","2022","Operational Delivery","Declared non-disabled","White","14670","14170","25930","23170"
"New entrant CS","2022","Operational Delivery","Undeclared","Asian","90","80","26760","27420"
"New entrant CS","2022","Operational Delivery","Undeclared","Black","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Undeclared","150","140","30270","27570"
"New entrant CS","2022","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","White","630","590","25800","24090"
"New entrant CS","2022","Operational Delivery","Unknown","Asian","240","230","27270","25060"
"New entrant CS","2022","Operational Delivery","Unknown","Black","80","80","27670","27060"
"New entrant CS","2022","Operational Delivery","Unknown","Mixed","70","70","30580","26840"
"New entrant CS","2022","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Undeclared","60","60","33180","27610"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","11260","10620","26020","24090"
"New entrant CS","2022","Operational Delivery","Unknown","White","1470","1400","28570","24880"
"New entrant CS","2022","Operational Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Declared non-disabled","White","60","60","31440","29230"
"New entrant CS","2022","Operational Research","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared disabled","White","160","150","26030","21260"
"New entrant CS","2022","Other","Declared non-disabled","Asian","150","140","27980","25750"
"New entrant CS","2022","Other","Declared non-disabled","Black","70","70","27290","26350"
"New entrant CS","2022","Other","Declared non-disabled","Mixed","50","50","27700","25110"
"New entrant CS","2022","Other","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Other","Declared non-disabled","White","1170","1150","27780","23450"
"New entrant CS","2022","Other","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","White","50","50","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","630","620","25190","21260"
"New entrant CS","2022","Other","Unknown","White","190","180","27780","21420"
"New entrant CS","2022","Planning","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Declared disabled","Black","[c]","[c]","[c]","[c]"
