"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cheshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Operational Delivery","80","80","24680","23140"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Devon","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Dorset and Somerset","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Operational Delivery","70","70","24570","23140"
"New entrant CS","2022","LGBO","East Anglia","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Anglia","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Operational Delivery","100","90","24140","23140"
"New entrant CS","2022","LGBO","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Wales","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
