"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Finance","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","80","60","24980","25000"
"New entrant CS","2022","Finance","EO","White","190","180","25220","25120"
"New entrant CS","2022","Finance","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","White","80","80","55380","54090"
"New entrant CS","2022","Finance","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Asian","70","60","36010","35950"
"New entrant CS","2022","Finance","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","150","120","36270","36050"
"New entrant CS","2022","Finance","SEO/HEO","White","230","230","36270","36500"
"New entrant CS","2022","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Unknown","310","290","21210","21300"
"New entrant CS","2022","Grants Management","AA/AO","White","150","140","21240","21300"
"New entrant CS","2022","Grants Management","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Unknown","70","60","21330","21170"
"New entrant CS","2022","Human Resources","AA/AO","White","190","180","21250","21170"
"New entrant CS","2022","Human Resources","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Unknown","80","60","25500","26590"
"New entrant CS","2022","Human Resources","EO","White","220","210","26050","26350"
"New entrant CS","2022","Human Resources","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","White","110","100","54810","53360"
"New entrant CS","2022","Human Resources","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Unknown","90","80","34120","33040"
"New entrant CS","2022","Human Resources","SEO/HEO","White","290","280","34300","32790"
"New entrant CS","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","White","220","220","21410","21250"
"New entrant CS","2022","Legal","EO","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Legal","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","EO","White","190","180","27050","26950"
"New entrant CS","2022","Legal","G6/G7","Asian","60","60","53190","50500"
"New entrant CS","2022","Legal","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","White","240","220","54010","51320"
"New entrant CS","2022","Legal","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","White","160","160","39860","41750"
"New entrant CS","2022","No function","AA/AO","Asian","1070","1010","21930","21260"
"New entrant CS","2022","No function","AA/AO","Black","500","480","23470","21790"
"New entrant CS","2022","No function","AA/AO","Mixed","360","350","22750","21260"
"New entrant CS","2022","No function","AA/AO","Other ethnicity","110","100","23520","21820"
"New entrant CS","2022","No function","AA/AO","Undeclared","180","170","22030","21260"
"New entrant CS","2022","No function","AA/AO","Unknown","5280","5120","22210","21260"
"New entrant CS","2022","No function","AA/AO","White","9010","8760","22050","21260"
"New entrant CS","2022","No function","EO","Asian","1120","1090","28120","27570"
"New entrant CS","2022","No function","EO","Black","600","590","28650","27680"
"New entrant CS","2022","No function","EO","Mixed","270","260","27730","27570"
"New entrant CS","2022","No function","EO","Other ethnicity","70","70","28040","27570"
"New entrant CS","2022","No function","EO","Undeclared","150","140","27940","27570"
"New entrant CS","2022","No function","EO","Unknown","1460","1410","27010","27020"
"New entrant CS","2022","No function","EO","White","4400","4290","27350","27570"
"New entrant CS","2022","No function","G6/G7","Asian","80","80","56810","53840"
"New entrant CS","2022","No function","G6/G7","Black","30","30","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","No function","G6/G7","Unknown","350","330","55690","53360"
"New entrant CS","2022","No function","G6/G7","White","970","940","55890","53200"
"New entrant CS","2022","No function","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","SCS","Unknown","60","50","102770","92500"
"New entrant CS","2022","No function","SCS","White","100","90","93020","88000"
"New entrant CS","2022","No function","SEO/HEO","Asian","560","540","34980","33210"
"New entrant CS","2022","No function","SEO/HEO","Black","290","280","35660","34260"
"New entrant CS","2022","No function","SEO/HEO","Mixed","210","210","34770","33570"
"New entrant CS","2022","No function","SEO/HEO","Other ethnicity","50","50","[c]","[c]"
"New entrant CS","2022","No function","SEO/HEO","Undeclared","120","110","35350","34110"
"New entrant CS","2022","No function","SEO/HEO","Unknown","1880","1830","32330","32000"
"New entrant CS","2022","No function","SEO/HEO","White","3710","3610","34600","33080"
"New entrant CS","2022","No function","Unknown","Asian","260","230","27610","24800"
"New entrant CS","2022","No function","Unknown","Black","470","440","30310","28200"
"New entrant CS","2022","No function","Unknown","Mixed","210","200","28830","24970"
"New entrant CS","2022","No function","Unknown","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Undeclared","130","120","31120","28410"
"New entrant CS","2022","No function","Unknown","Unknown","3230","2880","27990","26310"
"New entrant CS","2022","No function","Unknown","White","4500","4210","28690","24900"
"New entrant CS","2022","Project Delivery","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","White","90","80","21140","21260"
"New entrant CS","2022","Project Delivery","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Unknown","130","120","20720","19460"
"New entrant CS","2022","Project Delivery","EO","White","320","310","23780","24150"
"New entrant CS","2022","Project Delivery","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","White","180","180","55810","54110"
"New entrant CS","2022","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
