"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","470","460","45210","38570"
"New entrant CS","2022","Unknown","UK Hydrographic Office","Ministry of Defence","60","60","29680","26740"
"New entrant CS","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","UK Statistics Authority","90","80","25860","19860"
"New entrant CS","2022","Unknown","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","240","240","26010","22010"
"New entrant CS","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","360","350","26080","24920"
"New entrant CS","2022","White","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Cabinet Office (excl. agencies)","Cabinet Office","590","580","38800","32000"
"New entrant CS","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","80","80","26640","25460"
"New entrant CS","2022","White","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","110","110","28080","24500"
"New entrant CS","2022","White","Competition and Markets Authority","Competition and Markets Authority","80","80","48770","37210"
"New entrant CS","2022","White","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Crown Commercial Service","Cabinet Office","90","90","31870","30420"
"New entrant CS","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","380","380","26000","21050"
"New entrant CS","2022","White","Crown Prosecution Service","Attorney General's Departments","480","470","31540","25480"
"New entrant CS","2022","White","Defence Equipment and Support","Ministry of Defence","630","620","31760","28000"
"New entrant CS","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","380","380","30270","27010"
"New entrant CS","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","410","400","38320","33570"
"New entrant CS","2022","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","280","280","35740","34020"
"New entrant CS","2022","White","Department for Education (excl. agencies)","Department for Education","500","480","35220","32870"
"New entrant CS","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1120","1100","38000","35900"
"New entrant CS","2022","White","Department for International Trade","Department for International Trade","200","200","37980","31800"
"New entrant CS","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","350","340","36640","33210"
"New entrant CS","2022","White","Department for Transport (excl. agencies)","Department for Transport","330","330","43610","42470"
"New entrant CS","2022","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","6140","6000","25750","27570"
"New entrant CS","2022","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","300","270","36990","32790"
"New entrant CS","2022","White","Disclosure Scotland","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","White","Driver and Vehicle Licensing Agency","Department for Transport","380","350","22550","21840"
"New entrant CS","2022","White","Driver and Vehicle Standards Agency","Department for Transport","250","240","26860","26130"
"New entrant CS","2022","White","Education and Skills Funding Agency","Department for Education","100","100","33480","29360"
"New entrant CS","2022","White","Education Scotland","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","White","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Food Standards Agency","Food Standards Agency","160","160","33270","30350"
"New entrant CS","2022","White","Food Standards Scotland","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2022","White","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Government Legal Department","Attorney General's Departments","190","180","41260","43920"
"New entrant CS","2022","White","Government Property Agency","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2022","White","Health and Safety Executive","Department for Work and Pensions","220","220","33760","29380"
"New entrant CS","2022","White","HM Courts and Tribunals Service","Ministry of Justice","730","710","23830","20970"
"New entrant CS","2022","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","HM Land Registry","HM Land Registry","280","270","26370","22600"
"New entrant CS","2022","White","HM Prison and Probation Service","Ministry of Justice","8060","7750","26840","24270"
"New entrant CS","2022","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3830","3760","27370","26590"
"New entrant CS","2022","White","HM Treasury (excl. agencies)","HM Treasury","210","210","32880","28500"
"New entrant CS","2022","White","Home Office","Home Office","540","520","29980","24880"
"New entrant CS","2022","White","Institute for Apprenticeships and Technical Education","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","130","120","28710","24030"
"New entrant CS","2022","White","Legal Aid Agency","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","White","Maritime and Coastguard Agency","Department for Transport","110","110","31880","26840"
"New entrant CS","2022","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Met Office","Department for Business, Energy and Industrial Strategy","180","180","28360","24360"
"New entrant CS","2022","White","Ministry of Defence (excl. agencies)","Ministry of Defence","1790","1740","30170","26350"
"New entrant CS","2022","White","Ministry of Justice (excl. agencies)","Ministry of Justice","330","320","36830","34260"
"New entrant CS","2022","White","National Crime Agency","National Crime Agency","400","390","37060","36200"
"New entrant CS","2022","White","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","200","200","50880","46360"
"New entrant CS","2022","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","290","280","36590","29520"
"New entrant CS","2022","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"New entrant CS","2022","White","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Public Guardian","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2022","White","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","White","Public Health England","Department of Health and Social Care","180","150","40570","36330"
"New entrant CS","2022","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","180","170","22040","21300"
"New entrant CS","2022","White","Scottish Courts and Tribunals Service","Scottish Government","140","130","24800","22000"
"New entrant CS","2022","White","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Scottish Government (excl. agencies)","Scottish Government","780","770","34980","31540"
"New entrant CS","2022","White","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Scottish Prison Service","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2022","White","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Social Security Scotland","Scottish Government","780","760","27540","27230"
"New entrant CS","2022","White","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Submarine Delivery Agency","Ministry of Defence","170","170","36000","33000"
"New entrant CS","2022","White","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","White","The National Archives","The National Archives","70","70","32830","28040"
"New entrant CS","2022","White","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Export Finance","UK Export Finance","70","60","44860","42500"
"New entrant CS","2022","White","UK Health Security Agency","Department of Health and Social Care","1050","970","35910","32310"
"New entrant CS","2022","White","UK Hydrographic Office","Ministry of Defence","60","60","26720","20420"
"New entrant CS","2022","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","UK Statistics Authority","UK Statistics Authority","770","700","29760","30210"
"New entrant CS","2022","White","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Valuation Office Agency","HM Revenue and Customs","220","220","26230","25000"
"New entrant CS","2022","White","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Water Services Regulation Authority","Water Services Regulation Authority","40","40","[c]","[c]"
