"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Counter Fraud","110","110","26350","25110"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Digital, Data & Technology","260","260","39220","36050"
"New entrant CS","2022","Asian","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Economics","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Finance","110","110","33340","30610"
"New entrant CS","2022","Asian","Finance","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Geography","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Geography","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Human Resources","80","70","31960","28310"
"New entrant CS","2022","Asian","Human Resources","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Legal","110","110","45840","48080"
"New entrant CS","2022","Asian","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Communications","90","90","25910","26590"
"New entrant CS","2022","Asian","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Debt","80","70","21250","21250"
"New entrant CS","2022","Asian","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Legal","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","No function","2240","2140","26590","26880"
"New entrant CS","2022","Asian","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Delivery","Unknown","60","60","25360","24880"
"New entrant CS","2022","Asian","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Debt","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","No function","70","70","31170","25880"
"New entrant CS","2022","Asian","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","No function","270","260","34900","33210"
"New entrant CS","2022","Asian","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Project Delivery","80","80","37480","35480"
"New entrant CS","2022","Asian","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Property","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","No function","80","80","31570","28590"
"New entrant CS","2022","Asian","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","Communications","80","80","26970","26590"
"New entrant CS","2022","Asian","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Tax","Debt","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
