"Status","Year","Parent_department","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chancellor's other departments","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Digital, Data & Technology","110","110","36340","32640"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","No function","540","520","25810","23440"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","No function","510","510","38170","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","No function","30","30","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","No function","250","250","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Project Delivery","70","70","41440","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Communications","Communications","60","50","31180","28500"
"New entrant CS","2021","Department for Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","Digital, Data & Technology","90","90","40300","36500"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","No function","130","130","33630","29360"
"New entrant CS","2021","Department for Education","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","No function","200","200","35600","32940"
"New entrant CS","2021","Department for Education","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Policy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Communications","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Digital, Data & Technology","140","140","39630","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","No function","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Grants Management","50","50","22320","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","No function","410","400","24710","24370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","No function","590","580","36460","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","Property","50","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
