"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East of England","Female","Cambridgeshire CC","260","250","27770","26140"
"New entrant CS","2022","East of England","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","Essex Haven Gateway","70","60","30310","28200"
"New entrant CS","2022","East of England","Female","Essex Thames Gateway","110","100","25350","24250"
"New entrant CS","2022","East of England","Female","Heart of Essex","180","170","27170","24800"
"New entrant CS","2022","East of England","Female","Hertfordshire CC","260","250","29360","29290"
"New entrant CS","2022","East of England","Female","Luton","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Female","North and West Norfolk","50","40","[c]","[c]"
"New entrant CS","2022","East of England","Female","Norwich and East Norfolk","240","220","24680","23140"
"New entrant CS","2022","East of England","Female","Peterborough","90","80","27680","26310"
"New entrant CS","2022","East of England","Female","Southend-on-Sea","80","70","28380","26590"
"New entrant CS","2022","East of England","Female","Suffolk CC","310","280","26500","24800"
"New entrant CS","2022","East of England","Female","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Female","West Essex","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Male","Bedford","80","80","27760","28140"
"New entrant CS","2022","East of England","Male","Breckland and South Norfolk","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Male","Cambridgeshire CC","180","170","29500","26140"
"New entrant CS","2022","East of England","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Essex Haven Gateway","60","60","32340","26940"
"New entrant CS","2022","East of England","Male","Essex Thames Gateway","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Male","Heart of Essex","100","90","28260","26140"
"New entrant CS","2022","East of England","Male","Hertfordshire CC","170","170","30650","29290"
"New entrant CS","2022","East of England","Male","Luton","50","40","[c]","[c]"
"New entrant CS","2022","East of England","Male","North and West Norfolk","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Male","Norwich and East Norfolk","200","190","25840","23140"
"New entrant CS","2022","East of England","Male","Peterborough","50","50","31610","27570"
"New entrant CS","2022","East of England","Male","Southend-on-Sea","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Male","Suffolk CC","260","250","27250","24920"
"New entrant CS","2022","East of England","Male","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","West Essex","40","30","[c]","[c]"
"New entrant CS","2022","London","Female","Barking & Dagenham and Havering","80","70","31590","31060"
"New entrant CS","2022","London","Female","Barnet","260","230","31260","27980"
"New entrant CS","2022","London","Female","Bexley and Greenwich","160","160","28570","29020"
"New entrant CS","2022","London","Female","Brent","70","60","30690","31060"
"New entrant CS","2022","London","Female","Bromley","100","90","31760","30200"
"New entrant CS","2022","London","Female","Camden and City of London","120","110","34570","28230"
"New entrant CS","2022","London","Female","Croydon","500","490","33080","30600"
"New entrant CS","2022","London","Female","Ealing","50","50","32960","31060"
"New entrant CS","2022","London","Female","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Female","Hackney and Newham","290","290","34780","31060"
"New entrant CS","2022","London","Female","Haringey and Islington","190","180","31060","31060"
"New entrant CS","2022","London","Female","Harrow and Hillingdon","110","100","30020","30130"
"New entrant CS","2022","London","Female","Hounslow and Richmond upon Thames","270","260","29970","28700"
"New entrant CS","2022","London","Female","Kensington & Chelsea and Hammersmith & Fulham","90","90","30640","30520"
"New entrant CS","2022","London","Female","Lambeth","500","470","38440","32330"
"New entrant CS","2022","London","Female","Lewisham and Southwark","230","210","36030","31060"
"New entrant CS","2022","London","Female","Merton, Kingston upon Thames and Sutton","80","80","31160","31060"
"New entrant CS","2022","London","Female","Redbridge and Waltham Forest","160","150","29340","27980"
"New entrant CS","2022","London","Female","Tower Hamlets","470","470","38560","33400"
"New entrant CS","2022","London","Female","Wandsworth","100","100","30140","30520"
"New entrant CS","2022","London","Female","Westminster","4120","3950","37160","33210"
"New entrant CS","2022","London","Male","Barking & Dagenham and Havering","40","40","[c]","[c]"
"New entrant CS","2022","London","Male","Barnet","140","120","31560","27980"
"New entrant CS","2022","London","Male","Bexley and Greenwich","110","100","29350","29020"
"New entrant CS","2022","London","Male","Brent","50","50","31640","31060"
"New entrant CS","2022","London","Male","Bromley","30","30","[c]","[c]"
"New entrant CS","2022","London","Male","Camden and City of London","120","110","40200","31990"
"New entrant CS","2022","London","Male","Croydon","390","390","36190","31060"
"New entrant CS","2022","London","Male","Ealing","40","30","[c]","[c]"
"New entrant CS","2022","London","Male","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Male","Hackney and Newham","270","270","35790","33660"
"New entrant CS","2022","London","Male","Haringey and Islington","130","130","32210","31060"
"New entrant CS","2022","London","Male","Harrow and Hillingdon","110","100","29410","28650"
"New entrant CS","2022","London","Male","Hounslow and Richmond upon Thames","180","180","30670","28700"
"New entrant CS","2022","London","Male","Kensington & Chelsea and Hammersmith & Fulham","80","80","30760","30520"
"New entrant CS","2022","London","Male","Lambeth","300","280","38790","32330"
"New entrant CS","2022","London","Male","Lewisham and Southwark","90","90","35910","31060"
"New entrant CS","2022","London","Male","Merton, Kingston upon Thames and Sutton","50","50","33700","31060"
"New entrant CS","2022","London","Male","Redbridge and Waltham Forest","100","90","30380","30120"
"New entrant CS","2022","London","Male","Tower Hamlets","410","410","41790","34260"
"New entrant CS","2022","London","Male","Wandsworth","80","80","28670","30520"
"New entrant CS","2022","London","Male","Westminster","3050","2960","39440","34020"
"New entrant CS","2022","North East (England)","Female","Darlington","170","160","32210","29340"
"New entrant CS","2022","North East (England)","Female","Durham","380","370","24310","22600"
"New entrant CS","2022","North East (England)","Female","Hartlepool and Stockton-on-Tees","160","160","26500","26220"
"New entrant CS","2022","North East (England)","Female","Northumberland","50","50","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","South Teesside","70","70","26540","27570"
"New entrant CS","2022","North East (England)","Female","Sunderland","270","260","23860","21260"
"New entrant CS","2022","North East (England)","Female","Tyneside","1410","1350","25720","21840"
"New entrant CS","2022","North East (England)","Male","Darlington","90","90","33650","29360"
"New entrant CS","2022","North East (England)","Male","Durham","230","230","24800","23140"
"New entrant CS","2022","North East (England)","Male","Hartlepool and Stockton-on-Tees","90","90","25980","23140"
"New entrant CS","2022","North East (England)","Male","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","South Teesside","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Sunderland","130","130","23720","21260"
"New entrant CS","2022","North East (England)","Male","Tyneside","1100","1090","27530","24960"
"New entrant CS","2022","North West (England)","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Female","Blackpool","380","370","25060","21260"
"New entrant CS","2022","North West (England)","Female","Cheshire East","140","130","24750","23140"
"New entrant CS","2022","North West (England)","Female","Cheshire West and Chester","50","50","26240","24800"
"New entrant CS","2022","North West (England)","Female","Chorley and West Lancashire","120","120","24820","23140"
"New entrant CS","2022","North West (England)","Female","East Cumbria","80","70","27240","23170"
"New entrant CS","2022","North West (England)","Female","East Lancashire","60","60","28380","24800"
"New entrant CS","2022","North West (England)","Female","East Merseyside","130","120","30210","27570"
"New entrant CS","2022","North West (England)","Female","Greater Manchester North East","110","100","26040","24090"
"New entrant CS","2022","North West (England)","Female","Greater Manchester North West","170","170","25390","23170"
"New entrant CS","2022","North West (England)","Female","Greater Manchester South East","90","80","24950","23170"
"New entrant CS","2022","North West (England)","Female","Greater Manchester South West","730","700","27640","24880"
"New entrant CS","2022","North West (England)","Female","Lancaster and Wyre","70","70","24170","21400"
"New entrant CS","2022","North West (England)","Female","Liverpool","1070","1030","25140","23000"
"New entrant CS","2022","North West (England)","Female","Manchester","730","710","29940","27180"
"New entrant CS","2022","North West (England)","Female","Mid Lancashire","290","280","26770","23170"
"New entrant CS","2022","North West (England)","Female","Sefton","380","360","25200","24880"
"New entrant CS","2022","North West (England)","Female","Warrington","160","160","29140","27570"
"New entrant CS","2022","North West (England)","Female","West Cumbria","130","120","24130","21300"
"New entrant CS","2022","North West (England)","Female","Wirral","180","180","24790","22560"
"New entrant CS","2022","North West (England)","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Blackpool","300","300","26580","21260"
"New entrant CS","2022","North West (England)","Male","Cheshire East","90","90","26270","23140"
"New entrant CS","2022","North West (England)","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Chorley and West Lancashire","90","90","24840","23140"
"New entrant CS","2022","North West (England)","Male","East Cumbria","70","70","27260","24920"
"New entrant CS","2022","North West (England)","Male","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","East Merseyside","50","50","28320","26310"
"New entrant CS","2022","North West (England)","Male","Greater Manchester North East","60","60","26830","26130"
"New entrant CS","2022","North West (England)","Male","Greater Manchester North West","100","100","24590","23140"
"New entrant CS","2022","North West (England)","Male","Greater Manchester South East","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Greater Manchester South West","700","690","28750","26590"
"New entrant CS","2022","North West (England)","Male","Lancaster and Wyre","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Liverpool","620","620","26070","24880"
"New entrant CS","2022","North West (England)","Male","Manchester","710","700","31710","27570"
"New entrant CS","2022","North West (England)","Male","Mid Lancashire","170","170","26310","23140"
"New entrant CS","2022","North West (England)","Male","Sefton","300","290","27720","24880"
"New entrant CS","2022","North West (England)","Male","Warrington","120","120","32680","30640"
"New entrant CS","2022","North West (England)","Male","West Cumbria","80","80","29590","24920"
"New entrant CS","2022","North West (England)","Male","Wirral","120","110","24930","21260"
"New entrant CS","2022","Northern Ireland","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Belfast","260","260","27610","26590"
"New entrant CS","2022","Northern Ireland","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
