"Status","Year","Profession_of_post","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","110","110","49930","48210"
"New entrant CS","2021","Economics","Analysis","Heterosexual / straight","170","170","32500","31800"
"New entrant CS","2021","Economics","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Analysis","Unknown","90","90","29440","29540"
"New entrant CS","2021","Economics","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","No function","Heterosexual / straight","70","70","33590","31000"
"New entrant CS","2021","Economics","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Heterosexual / straight","400","390","35580","32790"
"New entrant CS","2021","Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Unknown","190","180","33540","32790"
"New entrant CS","2021","Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Heterosexual / straight","440","420","33300","28980"
"New entrant CS","2021","Human Resources","Human Resources","LGBO","50","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","150","140","33050","28000"
"New entrant CS","2021","Human Resources","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","No function","Heterosexual / straight","80","80","64200","70500"
"New entrant CS","2021","Inspector of Education and Training","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Analysis","Unknown","50","50","52720","53360"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Heterosexual / straight","80","80","35320","31800"
"New entrant CS","2021","International Trade","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Unknown","50","50","29980","31800"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Heterosexual / straight","600","580","44110","48080"
"New entrant CS","2021","Legal","Legal","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Unknown","180","180","40630","38000"
"New entrant CS","2021","Legal","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Heterosexual / straight","70","50","72470","82100"
"New entrant CS","2021","Medicine","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Heterosexual / straight","190","160","42950","37890"
"New entrant CS","2021","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Unknown","90","70","46210","34390"
"New entrant CS","2021","Operational Delivery","Analysis","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Heterosexual / straight","50","50","46490","44080"
"New entrant CS","2021","Operational Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Unknown","80","80","21030","20140"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Heterosexual / straight","60","50","30130","26410"
"New entrant CS","2021","Operational Delivery","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Heterosexual / straight","260","250","22290","20250"
"New entrant CS","2021","Operational Delivery","Legal","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Undeclared","90","80","21820","20850"
