"Status","Year","Sexual_orientation","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Business, Energy and Industrial Strategy","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department for Work and Pensions","250","240","26160","27570"
"New entrant CS","2022","Heterosexual / straight","Mixed","Department of Health and Social Care","70","60","35140","32330"
"New entrant CS","2022","Heterosexual / straight","Mixed","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","HM Revenue and Customs","120","110","29010","26590"
"New entrant CS","2022","Heterosexual / straight","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Ministry of Defence","50","50","29290","26350"
"New entrant CS","2022","Heterosexual / straight","Mixed","Ministry of Justice","370","360","28000","25120"
"New entrant CS","2022","Heterosexual / straight","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department for Work and Pensions","70","70","27060","27570"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Ministry of Justice","90","80","28200","28140"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department for Work and Pensions","90","90","26900","27570"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Ministry of Justice","70","60","26830","23450"
"New entrant CS","2022","Heterosexual / straight","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
