"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","HM Revenue and Customs","180","180","28290","26590"
"New entrant CS","2022","Black","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Black","Female","Ministry of Justice","480","460","28770","27060"
"New entrant CS","2022","Black","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Department for Work and Pensions","230","220","28010","27570"
"New entrant CS","2022","Black","Male","Department of Health and Social Care","60","50","31380","28590"
"New entrant CS","2022","Black","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","HM Revenue and Customs","130","130","29250","26590"
"New entrant CS","2022","Black","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Black","Male","Ministry of Justice","280","280","29850","28200"
"New entrant CS","2022","Black","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Department for Work and Pensions","180","170","25950","27570"
"New entrant CS","2022","Mixed","Female","Department of Health and Social Care","60","50","34180","30460"
"New entrant CS","2022","Mixed","Female","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","HM Revenue and Customs","90","90","29100","26590"
"New entrant CS","2022","Mixed","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Ministry of Justice","320","300","27410","24780"
"New entrant CS","2022","Mixed","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Department for Work and Pensions","120","120","26590","27570"
"New entrant CS","2022","Mixed","Male","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","HM Revenue and Customs","70","70","28600","26590"
"New entrant CS","2022","Mixed","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Ministry of Justice","130","130","28090","25120"
"New entrant CS","2022","Mixed","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
