"Status","Year","Organisation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Prison and Probation Service","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Ministry of Justice","180","160","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","HM Revenue and Customs","310","310","35420","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Finance","HM Revenue and Customs","110","110","32460","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Human Resources","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","HM Revenue and Customs","70","70","31040","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Legal","HM Revenue and Customs","140","140","35640","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","HM Revenue and Customs","3240","3140","23570","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Policy","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Project Delivery","HM Revenue and Customs","120","120","43270","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Property","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Statistics","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Tax","HM Revenue and Customs","2540","2490","27370","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","HM Revenue and Customs","1210","1180","29110","26590"
"New entrant CS","2022","HM Treasury (excl. agencies)","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Economics","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Operational Delivery","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Policy","HM Treasury","180","180","32870","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Digital, Data and Technology","Home Office","250","240","46060","41950"
"New entrant CS","2022","Home Office","Economics","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Intelligence Analysis","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Operational Delivery","Home Office","1750","1640","25960","24880"
"New entrant CS","2022","Home Office","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Other","Home Office","70","70","29660","28650"
"New entrant CS","2022","Home Office","Policy","Home Office","120","120","38130","35050"
"New entrant CS","2022","Home Office","Project Delivery","Home Office","130","120","37260","35050"
"New entrant CS","2022","Home Office","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Security","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Social Research","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Statistics","Home Office","60","60","25830","22460"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Policy","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Operational Delivery","Department for Business, Energy and Industrial Strategy","110","100","22910","21810"
"New entrant CS","2022","Intellectual Property Office","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Social Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Operational Delivery","Ministry of Justice","80","80","21540","20970"
"New entrant CS","2022","Maritime and Coastguard Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Operational Delivery","Department for Transport","130","130","29760","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
