"Status","Year","Disability","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","North West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","North West (England)","Tax","180","170","22980","20140"
"New entrant CS","2021","Declared non-disabled","North West (England)","Unknown","1830","1810","25570","27570"
"New entrant CS","2021","Declared non-disabled","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Tax","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Legal","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Operational Delivery","250","240","23600","20760"
"New entrant CS","2021","Declared non-disabled","Scotland","Other","150","150","25960","23450"
"New entrant CS","2021","Declared non-disabled","Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Security","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Scotland","Tax","130","130","21220","20140"
"New entrant CS","2021","Declared non-disabled","Scotland","Unknown","1440","1420","27530","27570"
"New entrant CS","2021","Declared non-disabled","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Digital, Data and Technology","70","70","41350","35900"
"New entrant CS","2021","Declared non-disabled","South East (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Finance","50","50","34760","31870"
"New entrant CS","2021","Declared non-disabled","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Operational Delivery","920","890","25360","24370"
"New entrant CS","2021","Declared non-disabled","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Other","150","150","25280","20960"
"New entrant CS","2021","Declared non-disabled","South East (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Project Delivery","100","90","36740","33000"
"New entrant CS","2021","Declared non-disabled","South East (England)","Property","50","50","39170","33300"
"New entrant CS","2021","Declared non-disabled","South East (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Science and Engineering","100","100","30330","27960"
"New entrant CS","2021","Declared non-disabled","South East (England)","Security","100","90","27020","25540"
"New entrant CS","2021","Declared non-disabled","South East (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South East (England)","Unknown","1540","1500","26980","27570"
"New entrant CS","2021","Declared non-disabled","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Commercial","80","80","34020","32500"
"New entrant CS","2021","Declared non-disabled","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Digital, Data and Technology","150","150","36660","33000"
"New entrant CS","2021","Declared non-disabled","South West (England)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Finance","80","80","31060","25000"
"New entrant CS","2021","Declared non-disabled","South West (England)","Human Resources","80","70","31860","26740"
"New entrant CS","2021","Declared non-disabled","South West (England)","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Knowledge and Information Management","40","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Medicine","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Operational Delivery","690","650","24920","22850"
"New entrant CS","2021","Declared non-disabled","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Other","210","210","26990","20920"
"New entrant CS","2021","Declared non-disabled","South West (England)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Policy","80","80","34120","30190"
"New entrant CS","2021","Declared non-disabled","South West (England)","Project Delivery","240","230","35630","33000"
"New entrant CS","2021","Declared non-disabled","South West (England)","Property","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Science and Engineering","370","360","31170","28650"
"New entrant CS","2021","Declared non-disabled","South West (England)","Security","60","60","26170","19560"
"New entrant CS","2021","Declared non-disabled","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","South West (England)","Unknown","900","870","25850","27570"
"New entrant CS","2021","Declared non-disabled","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","270","260","29720","27570"
"New entrant CS","2021","Declared non-disabled","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wales","Digital, Data and Technology","100","100","34150","30320"
"New entrant CS","2021","Declared non-disabled","Wales","Economics","[c]","[c]","[c]","[c]"
