"Status","Year","Organisation","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data & Technology","Digital, Data and Technology","70","70","36230","32260"
"New entrant CS","2021","National Crime Agency","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","No function","Operational Delivery","890","880","33510","32770"
"New entrant CS","2021","National Crime Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","No function","Inspector of Education and Training","90","90","63580","70500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Other","200","200","29520","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","No function","Operational Delivery","60","60","25820","21270"
"New entrant CS","2021","Planning Inspectorate","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Finance","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Public Health England","Human Resources","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Public Health England","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","No function","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","Public Health England","No function","Medicine","90","60","77520","82100"
"New entrant CS","2021","Public Health England","No function","Operational Delivery","1280","1110","32890","28590"
"New entrant CS","2021","Public Health England","No function","Science and Engineering","530","460","33150","31370"
"New entrant CS","2021","Public Health England","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Grants Management","Operational Delivery","50","50","22320","21050"
"New entrant CS","2021","Rural Payments Agency","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Commercial","Commercial","[c]","[c]","[c]","[c]"
