"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Legal","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","20-29","Unknown","70","70","33110","30750"
"New entrant CS","2022","Legal","30-39","Heterosexual / straight","240","230","46260","48080"
"New entrant CS","2022","Legal","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","30-39","Unknown","60","60","39820","34260"
"New entrant CS","2022","Legal","40-49","Heterosexual / straight","160","150","50060","50500"
"New entrant CS","2022","Legal","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Heterosexual / straight","50","50","52220","50500"
"New entrant CS","2022","Legal","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","30-39","Heterosexual / straight","70","60","49950","39030"
"New entrant CS","2022","Medicine","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","30-39","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","40-49","Heterosexual / straight","50","40","54950","42120"
"New entrant CS","2022","Medicine","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","Heterosexual / straight","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Heterosexual / straight","310","300","21940","21260"
"New entrant CS","2022","Operational Delivery","16-19","LGBO","40","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","16-19","Unknown","230","220","21670","21250"
"New entrant CS","2022","Operational Delivery","20-29","Heterosexual / straight","7610","7490","24490","23170"
"New entrant CS","2022","Operational Delivery","20-29","LGBO","1120","1100","24220","23140"
"New entrant CS","2022","Operational Delivery","20-29","Undeclared","530","500","24920","23170"
"New entrant CS","2022","Operational Delivery","20-29","Unknown","4740","4650","24020","23140"
"New entrant CS","2022","Operational Delivery","30-39","Heterosexual / straight","4890","4690","26570","24880"
"New entrant CS","2022","Operational Delivery","30-39","LGBO","530","530","26510","24800"
"New entrant CS","2022","Operational Delivery","30-39","Undeclared","320","300","28940","26880"
"New entrant CS","2022","Operational Delivery","30-39","Unknown","2820","2680","25760","24090"
"New entrant CS","2022","Operational Delivery","40-49","Heterosexual / straight","3720","3560","28450","26400"
"New entrant CS","2022","Operational Delivery","40-49","LGBO","260","250","28760","26310"
"New entrant CS","2022","Operational Delivery","40-49","Undeclared","230","210","31310","27570"
"New entrant CS","2022","Operational Delivery","40-49","Unknown","1850","1730","28020","24880"
"New entrant CS","2022","Operational Delivery","50-59","Heterosexual / straight","3470","3290","28070","26310"
"New entrant CS","2022","Operational Delivery","50-59","LGBO","160","160","29870","27060"
"New entrant CS","2022","Operational Delivery","50-59","Undeclared","230","220","30370","27570"
"New entrant CS","2022","Operational Delivery","50-59","Unknown","1840","1660","28230","26130"
"New entrant CS","2022","Operational Delivery","60-64","Heterosexual / straight","900","810","27740","25790"
"New entrant CS","2022","Operational Delivery","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","60-64","Undeclared","60","50","29400","28200"
"New entrant CS","2022","Operational Delivery","60-64","Unknown","480","410","28610","27890"
"New entrant CS","2022","Operational Delivery","65+","Heterosexual / straight","250","210","29710","27570"
"New entrant CS","2022","Operational Delivery","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","65+","Unknown","160","110","28750","28200"
"New entrant CS","2022","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Other","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","16-19","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other","20-29","Heterosexual / straight","610","600","24590","22000"
"New entrant CS","2022","Other","20-29","LGBO","100","100","23880","21260"
"New entrant CS","2022","Other","20-29","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Other","20-29","Unknown","300","300","22970","21260"
"New entrant CS","2022","Other","30-39","Heterosexual / straight","370","350","28860","25000"
"New entrant CS","2022","Other","30-39","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Other","30-39","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Other","30-39","Unknown","160","150","27510","24750"
"New entrant CS","2022","Other","40-49","Heterosexual / straight","320","310","32170","26350"
"New entrant CS","2022","Other","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","40-49","Unknown","110","100","30510","26350"
"New entrant CS","2022","Other","50-59","Heterosexual / straight","280","270","27830","22000"
"New entrant CS","2022","Other","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","50-59","Unknown","100","90","29540","26350"
"New entrant CS","2022","Other","60-64","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Other","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","20-29","Heterosexual / straight","1310","1300","32730","32560"
"New entrant CS","2022","Policy","20-29","LGBO","260","250","33340","32560"
"New entrant CS","2022","Policy","20-29","Undeclared","180","170","32170","32560"
"New entrant CS","2022","Policy","20-29","Unknown","430","430","33630","32870"
"New entrant CS","2022","Policy","30-39","Heterosexual / straight","620","600","39950","36510"
"New entrant CS","2022","Policy","30-39","LGBO","70","70","38060","35800"
"New entrant CS","2022","Policy","30-39","Undeclared","80","70","38950","36740"
"New entrant CS","2022","Policy","30-39","Unknown","190","190","40590","38500"
"New entrant CS","2022","Policy","40-49","Heterosexual / straight","320","310","42720","39600"
"New entrant CS","2022","Policy","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Policy","40-49","Unknown","70","60","43060","40110"
"New entrant CS","2022","Policy","50-59","Heterosexual / straight","190","180","41220","36740"
"New entrant CS","2022","Policy","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Heterosexual / straight","230","230","30080","28650"
"New entrant CS","2022","Project Delivery","20-29","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","20-29","Unknown","130","130","32030","33000"
"New entrant CS","2022","Project Delivery","30-39","Heterosexual / straight","220","220","38480","37210"
"New entrant CS","2022","Project Delivery","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","30-39","Unknown","100","90","37060","35050"
"New entrant CS","2022","Project Delivery","40-49","Heterosexual / straight","160","160","42360","39900"
