"Status","Year","Disability","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Digital, Data and Technology","210","210","57790","56000"
"New entrant CS","2021","Declared non-disabled","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Human Resources","50","50","58130","55250"
"New entrant CS","2021","Declared non-disabled","G6/G7","Inspector of Education and Training","50","50","73390","75500"
"New entrant CS","2021","Declared non-disabled","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Legal","140","130","55560","51810"
"New entrant CS","2021","Declared non-disabled","G6/G7","Medicine","60","50","70830","73760"
"New entrant CS","2021","Declared non-disabled","G6/G7","Operational Delivery","240","230","56050","53150"
"New entrant CS","2021","Declared non-disabled","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Other","70","60","61330","57460"
"New entrant CS","2021","Declared non-disabled","G6/G7","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Policy","210","200","56060","53380"
"New entrant CS","2021","Declared non-disabled","G6/G7","Project Delivery","110","110","56120","54110"
"New entrant CS","2021","Declared non-disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Science and Engineering","60","60","55420","52620"
"New entrant CS","2021","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","Unknown","340","330","56850","54700"
"New entrant CS","2021","Declared non-disabled","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Medicine","40","20","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Commercial","100","100","37380","35900"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Communications","100","100","36040","33300"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Digital, Data and Technology","350","350","37280","36670"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Economics","160","160","32970","32750"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Finance","150","140","37400","36650"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Human Resources","140","130","34650","34020"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Knowledge and Information Management","60","60","34910","32540"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Legal","160","160","34720","33550"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Medicine","70","60","36690","37890"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Operational Delivery","1050","980","34800","33290"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Other","210","200","34320","34000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Policy","900","890","34060","33570"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Project Delivery","380","380","35850","35000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Property","150","150","34800","33000"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Science and Engineering","460","420","34980","33790"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Security","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Social Research","90","90","33830","32540"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Statistics","100","100","34390","32560"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Tax","100","100","32290","31810"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Unknown","780","770","35310","34710"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","890","820","23170","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Science and Engineering","50","50","36500","33000"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Operational Delivery","180","170","21260","20600"
"New entrant CS","2021","Undeclared","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","220","210","21600","21010"
"New entrant CS","2021","Undeclared","AA/AO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Operational Delivery","80","70","25540","25260"
"New entrant CS","2021","Undeclared","EO","Other","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Unknown","430","420","28580","27570"
"New entrant CS","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Operational Delivery","110","100","34850","33730"
"New entrant CS","2021","Undeclared","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Policy","130","130","33330","32620"
"New entrant CS","2021","Undeclared","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","50","50","32590","33970"
"New entrant CS","2021","Undeclared","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
