"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SCS","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","Legal","150","150","40410","40000"
"New entrant CS","2021","SEO/HEO","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Communications","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Digital, Data & Technology","70","70","36190","34550"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","No function","660","660","29340","28000"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","70","70","37490","37420"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","No function","460","450","35150","33570"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","No function","160","160","34990","34020"
"New entrant CS","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Digital, Data & Technology","50","50","34940","36500"
"New entrant CS","2021","SEO/HEO","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","No function","190","180","33800","32940"
"New entrant CS","2021","SEO/HEO","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","70","70","33520","34230"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Finance","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","No function","450","440","33330","32560"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","No function","120","120","33250","31800"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Analysis","70","70","34290","34710"
"New entrant CS","2021","SEO/HEO","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Digital, Data & Technology","70","70","37590","36040"
"New entrant CS","2021","SEO/HEO","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","No function","210","210","36030","34710"
"New entrant CS","2021","SEO/HEO","Department for Transport","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","No function","60","60","39640","36040"
"New entrant CS","2021","SEO/HEO","Department for Work and Pensions","Unknown","390","390","35180","35310"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Finance","120","120","34730","32790"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","No function","1260","1120","34500","32790"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
