"Status","Year","Responsibility_level","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SCS","Outer London - South","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Outer London - South","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Outer London - West and North West","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Outer London - West and North West","Public Health England","50","40","[c]","[c]"
"Leaver Dept.","2022","SCS","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Shropshire and Staffordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Shropshire and Staffordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","South Yorkshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","South Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","South Yorkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","South Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Surrey, East and West Sussex","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Surrey, East and West Sussex","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Tees Valley and Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Tees Valley and Durham","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Midlands","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Midlands","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Midlands","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Wales and The Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Yorkshire","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Yorkshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Yorkshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","West Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Bedfordshire and Hertfordshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","120","120","37120","38200"
"Leaver Dept.","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cheshire","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cornwall and Isles of Scilly","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cornwall and Isles of Scilly","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cumbria","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cumbria","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Cumbria","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Public Health England","80","70","34030","34530"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Derbyshire and Nottinghamshire","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Devon","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Dorset and Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Public Health England","100","90","36360","37190"
"Leaver Dept.","2022","SEO/HEO","East Anglia","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Anglia","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","UK Statistics Authority","60","60","33240","31510"
"Leaver Dept.","2022","SEO/HEO","East Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
