"Status","Year","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Property","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Security","50","50","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","No function","420","410","36100","34140"
"New entrant CS","2022","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","No function","200","200","51390","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Analysis","70","70","35550","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","No function","290","290","32380","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","No function","50","40","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Legal","90","90","37640","41750"
"New entrant CS","2022","Scottish Government","No function","970","950","22740","21640"
"New entrant CS","2022","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Unknown","3340","3250","31540","27230"
"New entrant CS","2022","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","No function","60","50","28610","24640"
"New entrant CS","2022","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Analysis","400","390","32040","30710"
"New entrant CS","2022","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Digital, Data & Technology","120","120","35090","30210"
"New entrant CS","2022","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","No function","420","330","23920","19860"
"New entrant CS","2022","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Unknown","360","350","34740","31210"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
