"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Public Health England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","Unknown","Unknown","150","150","20590","16190"
"New entrant CS","2022","Rural Payments Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Heterosexual / straight","Declared non-disabled","150","140","22180","21300"
"New entrant CS","2022","Rural Payments Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Rural Payments Agency","Unknown","Declared non-disabled","350","330","21900","21300"
"New entrant CS","2022","Rural Payments Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Heterosexual / straight","Declared non-disabled","120","120","25420","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Unknown","Declared non-disabled","120","110","22390","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Heterosexual / straight","Declared non-disabled","550","550","34500","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Heterosexual / straight","Unknown","80","80","36650","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","LGBO","Declared non-disabled","70","70","34770","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","Unknown","580","560","35600","31540"
"New entrant CS","2022","Scottish Housing Regulator","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Housing Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Unknown","Unknown","360","360","22890","21640"
"New entrant CS","2022","Scottish Public Pensions Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Heterosexual / straight","Declared disabled","90","90","26330","27230"
"New entrant CS","2022","Social Security Scotland","Heterosexual / straight","Declared non-disabled","540","520","27670","27230"
"New entrant CS","2022","Social Security Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Heterosexual / straight","Unknown","80","80","28940","27230"
"New entrant CS","2022","Social Security Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","LGBO","Declared non-disabled","60","60","27130","27230"
"New entrant CS","2022","Social Security Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","Unknown","520","500","26970","27230"
"New entrant CS","2022","Standards and Testing Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Standards and Testing Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Heterosexual / straight","Declared non-disabled","140","130","36300","33000"
"New entrant CS","2022","Submarine Delivery Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
