"Status","Year","Responsibility_level","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","G6/G7","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Legal","130","120","53630","51380"
"New entrant CS","2022","G6/G7","Male","Medicine","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Operational Delivery","220","210","55820","53360"
"New entrant CS","2022","G6/G7","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Other","90","80","58530","54130"
"New entrant CS","2022","G6/G7","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Policy","290","280","54490","53360"
"New entrant CS","2022","G6/G7","Male","Project Delivery","120","120","56460","53530"
"New entrant CS","2022","G6/G7","Male","Property","80","80","56200","54110"
"New entrant CS","2022","G6/G7","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Science and Engineering","80","80","55340","53540"
"New entrant CS","2022","G6/G7","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Male","Unknown","440","430","60670","57190"
"New entrant CS","2022","G6/G7","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Medicine","30","20","[c]","[c]"
"New entrant CS","2022","SCS","Female","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","SCS","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","SCS","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","SCS","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Male","Unknown","50","50","104270","90000"
"New entrant CS","2022","SEO/HEO","Female","Commercial","240","210","34930","35000"
"New entrant CS","2022","SEO/HEO","Female","Communications","200","200","35950","34710"
"New entrant CS","2022","SEO/HEO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Digital, Data and Technology","510","490","36030","35900"
"New entrant CS","2022","SEO/HEO","Female","Economics","70","70","34670","33120"
"New entrant CS","2022","SEO/HEO","Female","Finance","280","260","36590","36500"
"New entrant CS","2022","SEO/HEO","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Human Resources","290","280","34570","33080"
"New entrant CS","2022","SEO/HEO","Female","Inspector of Education and Training","80","80","47240","46360"
"New entrant CS","2022","SEO/HEO","Female","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","International Trade","60","60","33040","31800"
"New entrant CS","2022","SEO/HEO","Female","Knowledge and Information Management","50","50","34070","33060"
"New entrant CS","2022","SEO/HEO","Female","Legal","230","220","37660","38000"
"New entrant CS","2022","SEO/HEO","Female","Medicine","70","60","37250","39030"
"New entrant CS","2022","SEO/HEO","Female","Operational Delivery","1180","1140","34960","33080"
"New entrant CS","2022","SEO/HEO","Female","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Other","240","230","34430","33700"
"New entrant CS","2022","SEO/HEO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Policy","1330","1290","34670","33570"
"New entrant CS","2022","SEO/HEO","Female","Project Delivery","330","320","35520","35050"
"New entrant CS","2022","SEO/HEO","Female","Property","130","120","35860","34020"
"New entrant CS","2022","SEO/HEO","Female","Psychology","90","80","29210","27700"
"New entrant CS","2022","SEO/HEO","Female","Science and Engineering","370","330","34630","32350"
"New entrant CS","2022","SEO/HEO","Female","Security","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Female","Social Research","180","170","34050","31210"
"New entrant CS","2022","SEO/HEO","Female","Statistics","80","80","33860","33080"
"New entrant CS","2022","SEO/HEO","Female","Tax","310","300","33860","33080"
"New entrant CS","2022","SEO/HEO","Female","Unknown","1410","1380","33550","31540"
"New entrant CS","2022","SEO/HEO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Commercial","170","150","35620","36120"
"New entrant CS","2022","SEO/HEO","Male","Communications","110","110","35410","35060"
"New entrant CS","2022","SEO/HEO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Digital, Data and Technology","800","780","36330","35900"
"New entrant CS","2022","SEO/HEO","Male","Economics","140","140","33420","32560"
"New entrant CS","2022","SEO/HEO","Male","Finance","260","240","36570","36500"
"New entrant CS","2022","SEO/HEO","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Human Resources","120","120","34610","33040"
"New entrant CS","2022","SEO/HEO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","International Trade","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Knowledge and Information Management","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Legal","120","110","37900","38000"
"New entrant CS","2022","SEO/HEO","Male","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Operational Delivery","1030","1000","35990","33080"
"New entrant CS","2022","SEO/HEO","Male","Operational Research","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Other","240","230","34630","34000"
"New entrant CS","2022","SEO/HEO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Policy","1040","1020","34630","33570"
"New entrant CS","2022","SEO/HEO","Male","Project Delivery","310","310","36470","36840"
"New entrant CS","2022","SEO/HEO","Male","Property","210","200","34980","33000"
"New entrant CS","2022","SEO/HEO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Male","Science and Engineering","480","470","34220","33000"
"New entrant CS","2022","SEO/HEO","Male","Security","70","70","36420","36370"
"New entrant CS","2022","SEO/HEO","Male","Social Research","60","60","33810","30710"
"New entrant CS","2022","SEO/HEO","Male","Statistics","110","110","34300","33150"
"New entrant CS","2022","SEO/HEO","Male","Tax","390","390","33870","33080"
"New entrant CS","2022","SEO/HEO","Male","Unknown","1030","1010","34020","32000"
"New entrant CS","2022","SEO/HEO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Operational Delivery","6370","5870","27970","24800"
"New entrant CS","2022","Unknown","Female","Other","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Unknown","120","100","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Operational Delivery","2340","2160","30030","28130"
"New entrant CS","2022","Unknown","Male","Other","120","120","20890","16190"
"New entrant CS","2022","Unknown","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Science and Engineering","90","90","34730","31500"
"New entrant CS","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Unknown","40","30","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
