"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","No function","230","220","29110","27570"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","No function","70","60","30670","28760"
"New entrant CS","2022","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","No function","280","260","28240","27230"
"New entrant CS","2022","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Declared non-disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","No function","200","190","31570","28200"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","80","70","34490","32030"
"New entrant CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","No function","70","70","31720","27570"
"New entrant CS","2022","Unknown","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Digital, Data & Technology","50","50","30560","29210"
"New entrant CS","2022","Unknown","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Grants Management","330","320","21550","21300"
"New entrant CS","2022","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","No function","380","370","28040","23750"
"New entrant CS","2022","Unknown","Declared non-disabled","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Analysis","210","170","35900","31920"
"New entrant CS","2022","Unknown","Unknown","Commercial","390","340","57930","61710"
"New entrant CS","2022","Unknown","Unknown","Communications","530","490","29830","26590"
"New entrant CS","2022","Unknown","Unknown","Counter Fraud","320","310","27720","26590"
"New entrant CS","2022","Unknown","Unknown","Debt","280","270","21430","21250"
"New entrant CS","2022","Unknown","Unknown","Digital, Data & Technology","630","590","37610","33500"
"New entrant CS","2022","Unknown","Unknown","Finance","320","260","34730","32000"
"New entrant CS","2022","Unknown","Unknown","Human Resources","260","240","33620","28310"
"New entrant CS","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Legal","70","70","39120","32210"
"New entrant CS","2022","Unknown","Unknown","No function","11780","11170","27210","24800"
"New entrant CS","2022","Unknown","Unknown","Project Delivery","370","360","33040","31960"
"New entrant CS","2022","Unknown","Unknown","Property","410","400","30030","25000"
"New entrant CS","2022","Unknown","Unknown","Security","330","320","27420","25000"
"New entrant CS","2022","Unknown","Unknown","Unknown","4580","4370","29740","27230"
"New entrant CS","2022","White","Declared disabled","Analysis","90","90","30360","30710"
"New entrant CS","2022","White","Declared disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Counter Fraud","120","120","26840","25210"
"New entrant CS","2022","White","Declared disabled","Debt","60","60","21420","21260"
"New entrant CS","2022","White","Declared disabled","Digital, Data & Technology","150","150","36130","33080"
"New entrant CS","2022","White","Declared disabled","Finance","50","40","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Human Resources","90","80","31120","28000"
"New entrant CS","2022","White","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Legal","80","80","35180","29280"
"New entrant CS","2022","White","Declared disabled","No function","2770","2650","27880","26190"
"New entrant CS","2022","White","Declared disabled","Project Delivery","110","100","32680","28350"
"New entrant CS","2022","White","Declared disabled","Property","50","50","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Security","30","30","[c]","[c]"
"New entrant CS","2022","White","Declared disabled","Unknown","390","370","29470","27230"
