"Status","Year","Region_ITL1","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Debt","Tax","40","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Digital, Data and Technology","120","120","38340","36500"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Finance","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Human Resources","110","100","29570","25000"
"New entrant CS","2021","North West (England)","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Legal","80","70","41820","48080"
"New entrant CS","2021","North West (England)","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Operational Delivery","1290","1240","24430","22600"
"New entrant CS","2021","North West (England)","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Policy","80","80","35260","30360"
"New entrant CS","2021","North West (England)","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","No function","Science and Engineering","100","90","28510","26370"
"New entrant CS","2021","North West (England)","No function","Tax","480","460","21010","20140"
"New entrant CS","2021","North West (England)","No function","Unknown","70","70","25250","28000"
"New entrant CS","2021","North West (England)","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Project Delivery","80","80","35470","31060"
"New entrant CS","2021","North West (England)","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Property","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Security","Security","50","50","27410","23540"
"New entrant CS","2021","North West (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Operational Delivery","210","200","23600","21430"
"New entrant CS","2021","North West (England)","Unknown","Other","50","50","29310","24880"
"New entrant CS","2021","North West (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Unknown","2550","2520","25460","27570"
"New entrant CS","2021","Northern Ireland","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Operational Delivery","90","90","23380","20140"
"New entrant CS","2021","Northern Ireland","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","No function","Tax","130","120","21830","20140"
"New entrant CS","2021","Northern Ireland","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Debt","Operational Delivery","100","90","20140","20140"
"New entrant CS","2021","Scotland","Debt","Tax","280","270","20370","20140"
"New entrant CS","2021","Scotland","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Finance","30","20","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Human Resources","40","30","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Legal","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Legal","Operational Delivery","80","80","21800","20850"
"New entrant CS","2021","Scotland","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Operational Delivery","490","480","23230","20810"
"New entrant CS","2021","Scotland","No function","Other","150","140","25670","23450"
"New entrant CS","2021","Scotland","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","No function","Science and Engineering","[c]","[c]","[c]","[c]"
