"Status","Year","Region_ITL3","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Medway","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared non-disabled","EO","110","110","30990","31060"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","EO","30","30","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared non-disabled","EO","50","50","29320","29290"
"New entrant CS","2021","Mid Kent","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared non-disabled","AA/AO","70","70","20950","21010"
"New entrant CS","2021","Mid Lancashire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","AA/AO","80","70","21460","22350"
"New entrant CS","2021","Mid Lancashire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared non-disabled","EO","40","40","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","AA/AO","60","60","20210","20500"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","EO","100","100","26250","27570"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","SEO/HEO","100","100","33730","32040"
"New entrant CS","2021","Monmouthshire and Newport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","AA/AO","100","100","19580","19130"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","EO","150","150","23810","23320"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","SEO/HEO","170","160","32700","29540"
"New entrant CS","2021","Monmouthshire and Newport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Na h-Eileanan Siar","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Newry, Mourne and Down","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and North East Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North and West Norfolk","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared non-disabled","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared non-disabled","EO","50","50","27630","27570"
"New entrant CS","2021","North Hampshire","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","AA/AO","60","60","20560","20140"
"New entrant CS","2021","North Lanarkshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Lanarkshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Declared non-disabled","EO","70","70","27620","27570"
"New entrant CS","2021","North Northamptonshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Northamptonshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared disabled","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared non-disabled","AA/AO","60","60","22260","20920"
"New entrant CS","2021","North Yorkshire CC","Declared non-disabled","EO","60","60","27380","27570"
"New entrant CS","2021","North Yorkshire CC","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire CC","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
