"Status","Year","Parent_department","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Treasury","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","White","230","230","32340","28500"
"New entrant CS","2021","HM Treasury","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Asian","100","100","33950","28650"
"New entrant CS","2021","Home Office","Unknown","Black","50","50","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Unknown","1430","1400","31490","25770"
"New entrant CS","2021","Home Office","Unknown","White","550","540","31580","24890"
"New entrant CS","2021","Ministry of Defence","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","White","50","50","31460","28650"
"New entrant CS","2021","Ministry of Defence","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","White","120","120","30620","26670"
"New entrant CS","2021","Ministry of Defence","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","White","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","White","60","60","30880","28350"
"New entrant CS","2021","Ministry of Defence","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","White","130","130","31200","26350"
"New entrant CS","2021","Ministry of Defence","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","White","150","130","29250","20960"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","White","140","140","29380","26480"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","Unknown","200","190","27490","21460"
"New entrant CS","2021","Ministry of Defence","Project Delivery","White","740","730","34890","33000"
"New entrant CS","2021","Ministry of Defence","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Property","White","180","180","31480","33000"
"New entrant CS","2021","Ministry of Defence","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Security","Unknown","190","190","27610","24750"
"New entrant CS","2021","Ministry of Defence","Security","White","360","360","25480","22650"
"New entrant CS","2021","Ministry of Defence","Unknown","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","240","220","33990","26670"
"New entrant CS","2021","Ministry of Defence","Unknown","White","1040","1000","27840","22920"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Analysis","Undeclared","[c]","[c]","[c]","[c]"
