"Status","Year","Profession_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Science and Engineering","Unknown","Male","130","130","26100","20590"
"New entrant CS","2021","Science and Engineering","White","Female","470","420","32210","30410"
"New entrant CS","2021","Science and Engineering","White","Male","470","460","32020","28650"
"New entrant CS","2021","Security","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","50","50","29390","24620"
"New entrant CS","2021","Security","Unknown","Male","200","200","29150","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","Female","110","110","25240","22650"
"New entrant CS","2021","Security","White","Male","330","330","26870","23540"
"New entrant CS","2021","Social Research","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","White","Female","110","100","33270","32540"
"New entrant CS","2021","Social Research","White","Male","40","40","[c]","[c]"
"New entrant CS","2021","Social Research","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Male","50","50","31770","30100"
"New entrant CS","2021","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","White","Female","110","110","34050","31810"
"New entrant CS","2021","Statistics","White","Male","90","90","33910","31810"
"New entrant CS","2021","Statistics","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Asian","Female","90","80","22210","20140"
"New entrant CS","2021","Tax","Asian","Male","90","90","22540","20140"
"New entrant CS","2021","Tax","Black","Female","30","30","[c]","[c]"
"New entrant CS","2021","Tax","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Unknown","Female","1020","990","22020","20140"
"New entrant CS","2021","Tax","Unknown","Male","1060","1040","22550","20140"
"New entrant CS","2021","Tax","White","Female","460","450","23060","20140"
"New entrant CS","2021","Tax","White","Male","430","430","23400","20140"
"New entrant CS","2021","Unknown","Asian","Female","1130","1090","28510","27570"
"New entrant CS","2021","Unknown","Asian","Male","1040","1030","28950","27570"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Female","1040","1020","28960","31060"
"New entrant CS","2021","Unknown","Black","Male","470","470","28900","29290"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Female","500","490","28100","27570"
"New entrant CS","2021","Unknown","Mixed","Male","280","270","28760","27570"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Female","110","110","28940","29290"
"New entrant CS","2021","Unknown","Other ethnicity","Male","70","70","29300","28430"
"New entrant CS","2021","Unknown","Undeclared","Female","160","160","28650","27570"
"New entrant CS","2021","Unknown","Undeclared","Male","200","200","28040","27570"
"New entrant CS","2021","Unknown","Unknown","Female","2480","2410","31850","28000"
"New entrant CS","2021","Unknown","Unknown","Male","1790","1770","34480","28000"
"New entrant CS","2021","Unknown","White","Female","7020","6820","26910","27570"
"New entrant CS","2021","Unknown","White","Male","5110","5080","27130","27570"
"New entrant CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Female","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","130","100","34940","32790"
"New entrant CS","2022","Commercial","Unknown","Male","100","80","33670","27850"
"New entrant CS","2022","Commercial","White","Female","280","270","31410","29360"
"New entrant CS","2022","Commercial","White","Male","190","190","32220","30100"
"New entrant CS","2022","Communications","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Female","130","110","34380","33160"
"New entrant CS","2022","Communications","Unknown","Male","70","60","36560","32560"
"New entrant CS","2022","Communications","White","Female","210","200","37620","33720"
"New entrant CS","2022","Communications","White","Male","120","120","36130","33080"
"New entrant CS","2022","Corporate Finance","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Asian","Female","70","70","26000","25110"
"New entrant CS","2022","Counter Fraud","Asian","Male","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","White","Female","260","250","25850","27570"
"New entrant CS","2022","Counter Fraud","White","Male","190","190","26350","27570"
"New entrant CS","2022","Digital, Data and Technology","Asian","Female","120","120","37770","35520"
"New entrant CS","2022","Digital, Data and Technology","Asian","Male","170","170","40290","37000"
"New entrant CS","2022","Digital, Data and Technology","Black","Female","50","50","35870","33080"
"New entrant CS","2022","Digital, Data and Technology","Black","Male","90","90","37250","35900"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","Male","60","60","39020","36560"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Female","270","250","37670","34880"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Male","520","500","39470","35050"
"New entrant CS","2022","Digital, Data and Technology","White","Female","520","510","36160","33080"
"New entrant CS","2022","Digital, Data and Technology","White","Male","910","900","38870","35900"
"New entrant CS","2022","Economics","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","Male","60","60","[c]","[c]"
"New entrant CS","2022","Economics","White","Female","80","80","33300","31210"
"New entrant CS","2022","Economics","White","Male","140","130","36690","31800"
"New entrant CS","2022","Finance","Asian","Female","60","60","33270","29360"
"New entrant CS","2022","Finance","Asian","Male","70","70","34770","34500"
"New entrant CS","2022","Finance","Black","Female","[c]","[c]","[c]","[c]"
