"Status","Year","Sexual_orientation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Legal","70","70","37800","41750"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Operational Delivery","390","380","23090","21050"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government","Unknown","1620","1580","31520","27230"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Operational Delivery","60","60","40820","36000"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Digital, Data and Technology","100","90","35640","30970"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Economics","60","60","27310","23880"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Operational Delivery","330","270","24570","19860"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Social Research","120","110","33950","30710"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","Statistics","70","70","34310","30710"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Operational Delivery","50","50","29090","25860"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Other","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Planning","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Policy","60","60","36720","38160"
"New entrant CS","2022","Heterosexual / straight","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
