"Status","Year","Function_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Declared disabled","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","20-29","170","170","29000","27150"
"New entrant CS","2022","Commercial","Declared non-disabled","30-39","100","100","35960","34130"
"New entrant CS","2022","Commercial","Declared non-disabled","40-49","70","70","37650","35450"
"New entrant CS","2022","Commercial","Declared non-disabled","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","20-29","150","130","31850","27500"
"New entrant CS","2022","Commercial","Unknown","30-39","170","150","51950","44000"
"New entrant CS","2022","Commercial","Unknown","40-49","130","110","63690","62400"
"New entrant CS","2022","Commercial","Unknown","50-59","70","60","69570","70900"
"New entrant CS","2022","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","20-29","340","340","28550","26590"
"New entrant CS","2022","Communications","Declared non-disabled","30-39","240","230","31910","26590"
"New entrant CS","2022","Communications","Declared non-disabled","40-49","100","100","34980","26590"
"New entrant CS","2022","Communications","Declared non-disabled","50-59","60","60","34450","30350"
"New entrant CS","2022","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","20-29","360","340","28880","26590"
"New entrant CS","2022","Communications","Unknown","30-39","170","160","32060","27270"
"New entrant CS","2022","Communications","Unknown","40-49","90","80","33710","26590"
"New entrant CS","2022","Communications","Unknown","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","20-29","50","50","26000","25110"
"New entrant CS","2022","Counter Fraud","Declared disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","20-29","410","410","26270","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","30-39","290","280","27240","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","40-49","180","180","27800","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","50-59","130","130","27500","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","20-29","170","170","27310","26590"
"New entrant CS","2022","Counter Fraud","Unknown","30-39","120","120","28620","26590"
"New entrant CS","2022","Counter Fraud","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","20-29","260","250","21500","21250"
"New entrant CS","2022","Debt","Declared non-disabled","30-39","160","160","21520","21250"
"New entrant CS","2022","Debt","Declared non-disabled","40-49","100","90","21960","21250"
"New entrant CS","2022","Debt","Declared non-disabled","50-59","70","60","22080","21260"
"New entrant CS","2022","Debt","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","20-29","150","150","21540","21250"
"New entrant CS","2022","Debt","Unknown","30-39","90","80","22200","21250"
"New entrant CS","2022","Debt","Unknown","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","20-29","70","70","30930","30300"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","30-39","60","60","36810","35900"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","20-29","570","570","30510","28030"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","30-39","490","480","39610","37100"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","40-49","350","340","43220","40670"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","50-59","210","210","43740","40560"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","20-29","370","350","31900","30210"
"New entrant CS","2022","Digital, Data & Technology","Unknown","30-39","300","280","39100","36500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","40-49","180","170","43330","40210"
"New entrant CS","2022","Digital, Data & Technology","Unknown","50-59","70","60","47010","41000"
"New entrant CS","2022","Digital, Data & Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","20-29","210","200","28840","26180"
"New entrant CS","2022","Finance","Declared non-disabled","30-39","150","140","35980","33080"
"New entrant CS","2022","Finance","Declared non-disabled","40-49","100","100","37540","35900"
"New entrant CS","2022","Finance","Declared non-disabled","50-59","80","80","37780","35640"
"New entrant CS","2022","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","20-29","210","190","29380","28500"
"New entrant CS","2022","Finance","Unknown","30-39","150","130","35170","33080"
"New entrant CS","2022","Finance","Unknown","40-49","90","80","40810","38320"
"New entrant CS","2022","Finance","Unknown","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","20-29","210","200","21740","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","30-39","120","110","21610","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","40-49","80","80","21830","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","50-59","70","60","21750","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","20-29","60","60","26190","26560"
"New entrant CS","2022","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
