"Status","Year","Sex","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","60-64","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","60-64","Unknown","80","70","29320","27230"
"New entrant CS","2022","Female","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Operational Delivery","210","170","28970","27420"
"New entrant CS","2022","Female","65+","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Operational Delivery","270","250","21720","21250"
"New entrant CS","2022","Male","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Other","40","40","[c]","[c]"
"New entrant CS","2022","Male","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Science and Engineering","60","60","18100","17140"
"New entrant CS","2022","Male","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","16-19","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","20-29","Commercial","150","140","28000","26590"
"New entrant CS","2022","Male","20-29","Communications","110","110","30750","29180"
"New entrant CS","2022","Male","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Counter Fraud","100","100","25600","25110"
"New entrant CS","2022","Male","20-29","Digital, Data and Technology","580","580","30960","30210"
"New entrant CS","2022","Male","20-29","Economics","210","210","30480","30710"
"New entrant CS","2022","Male","20-29","Finance","240","220","29130","27570"
"New entrant CS","2022","Male","20-29","Geography","30","30","[c]","[c]"
"New entrant CS","2022","Male","20-29","Human Resources","130","130","28220","26670"
"New entrant CS","2022","Male","20-29","Intelligence Analysis","50","50","29350","28700"
"New entrant CS","2022","Male","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","International Trade","60","60","[c]","[c]"
"New entrant CS","2022","Male","20-29","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Male","20-29","Legal","110","110","34840","31180"
"New entrant CS","2022","Male","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Operational Delivery","5260","5200","24440","23140"
"New entrant CS","2022","Male","20-29","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","Male","20-29","Other","500","490","24000","21260"
"New entrant CS","2022","Male","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Policy","920","910","33100","32560"
"New entrant CS","2022","Male","20-29","Project Delivery","190","190","30330","29230"
"New entrant CS","2022","Male","20-29","Property","130","130","28640","27120"
"New entrant CS","2022","Male","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","20-29","Science and Engineering","460","460","27320","27010"
"New entrant CS","2022","Male","20-29","Security","180","180","25620","25000"
"New entrant CS","2022","Male","20-29","Social Research","50","50","[c]","[c]"
"New entrant CS","2022","Male","20-29","Statistics","150","150","29980","30150"
"New entrant CS","2022","Male","20-29","Tax","560","560","26990","26590"
"New entrant CS","2022","Male","20-29","Unknown","1410","1390","28080","27230"
"New entrant CS","2022","Male","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Commercial","90","80","36270","34900"
"New entrant CS","2022","Male","30-39","Communications","50","50","36650","36290"
"New entrant CS","2022","Male","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Counter Fraud","80","70","26440","27570"
"New entrant CS","2022","Male","30-39","Digital, Data and Technology","530","520","39570","36840"
"New entrant CS","2022","Male","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Finance","150","140","38810","36670"
"New entrant CS","2022","Male","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Human Resources","90","90","37450","31990"
"New entrant CS","2022","Male","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Legal","120","120","44020","43920"
"New entrant CS","2022","Male","30-39","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","Male","30-39","Operational Delivery","3590","3540","26340","24880"
"New entrant CS","2022","Male","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Other","260","250","31020","27220"
"New entrant CS","2022","Male","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Policy","430","420","40740","37350"
"New entrant CS","2022","Male","30-39","Project Delivery","170","170","38840","39600"
"New entrant CS","2022","Male","30-39","Property","80","80","36850","33000"
"New entrant CS","2022","Male","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Science and Engineering","180","170","36290","33000"
"New entrant CS","2022","Male","30-39","Security","130","130","30010","25000"
"New entrant CS","2022","Male","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","30-39","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Male","30-39","Tax","460","460","28230","26590"
"New entrant CS","2022","Male","30-39","Unknown","970","950","34860","30750"
"New entrant CS","2022","Male","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Male","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Counter Fraud","50","50","26810","27570"
"New entrant CS","2022","Male","40-49","Digital, Data and Technology","380","370","46010","42910"
"New entrant CS","2022","Male","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Finance","90","80","40570","36500"
"New entrant CS","2022","Male","40-49","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Human Resources","50","50","[c]","[c]"
"New entrant CS","2022","Male","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Legal","70","60","47730","50500"
"New entrant CS","2022","Male","40-49","Medicine","30","30","[c]","[c]"
"New entrant CS","2022","Male","40-49","Operational Delivery","2250","2200","29040","26140"
"New entrant CS","2022","Male","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Other","230","230","33290","26350"
"New entrant CS","2022","Male","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Policy","180","180","42980","39600"
"New entrant CS","2022","Male","40-49","Project Delivery","120","120","43010","40000"
"New entrant CS","2022","Male","40-49","Property","100","100","42950","40000"
"New entrant CS","2022","Male","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Science and Engineering","120","120","39910","40000"
"New entrant CS","2022","Male","40-49","Security","90","90","29770","25000"
"New entrant CS","2022","Male","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","40-49","Tax","180","170","28860","26590"
"New entrant CS","2022","Male","40-49","Unknown","560","550","40330","31540"
"New entrant CS","2022","Male","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Commercial","30","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Counter Fraud","60","60","27790","27570"
"New entrant CS","2022","Male","50-59","Digital, Data and Technology","240","240","46560","42250"
"New entrant CS","2022","Male","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Finance","70","70","43640","40960"
"New entrant CS","2022","Male","50-59","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","Male","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Male","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Operational Delivery","2350","2200","29150","26830"
"New entrant CS","2022","Male","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Other","210","210","29660","26350"
"New entrant CS","2022","Male","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Policy","110","110","43800","38750"
"New entrant CS","2022","Male","50-59","Project Delivery","100","100","47850","41480"
"New entrant CS","2022","Male","50-59","Property","100","100","38690","33080"
"New entrant CS","2022","Male","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Science and Engineering","120","120","41370","42500"
"New entrant CS","2022","Male","50-59","Security","110","110","30660","25000"
"New entrant CS","2022","Male","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","50-59","Tax","90","90","28180","26590"
"New entrant CS","2022","Male","50-59","Unknown","400","390","42490","31990"
"New entrant CS","2022","Male","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Male","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","60-64","Internal Audit","[c]","[c]","[c]","[c]"
