"Status","Year","Parent_department","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department of Health and Social Care","No function","LGBO","160","140","33230","28590"
"New entrant CS","2022","Department of Health and Social Care","No function","Undeclared","390","300","36300","32330"
"New entrant CS","2022","Department of Health and Social Care","No function","Unknown","440","420","44640","36820"
"New entrant CS","2022","Department of Health and Social Care","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Heterosexual / straight","110","110","32120","30350"
"New entrant CS","2022","Food Standards Agency","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Digital, Data & Technology","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","No function","Heterosexual / straight","190","180","24470","22600"
"New entrant CS","2022","HM Land Registry","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","No function","Unknown","140","140","24860","22600"
"New entrant CS","2022","HM Land Registry","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Heterosexual / straight","80","80","34770","33080"
"New entrant CS","2022","HM Revenue and Customs","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","Heterosexual / straight","430","430","27000","26590"
"New entrant CS","2022","HM Revenue and Customs","Communications","LGBO","50","50","27940","26590"
"New entrant CS","2022","HM Revenue and Customs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Communications","Unknown","380","370","26970","26590"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Heterosexual / straight","400","400","28680","26590"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Counter Fraud","Unknown","290","280","28450","26590"
"New entrant CS","2022","HM Revenue and Customs","Debt","Heterosexual / straight","370","360","21550","21250"
"New entrant CS","2022","HM Revenue and Customs","Debt","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Debt","Unknown","290","270","21440","21250"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Heterosexual / straight","190","180","36520","33080"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Digital, Data & Technology","Unknown","110","110","36170","33080"
"New entrant CS","2022","HM Revenue and Customs","Finance","Heterosexual / straight","90","90","29030","23670"
"New entrant CS","2022","HM Revenue and Customs","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Finance","Unknown","80","70","31950","26590"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
