"Status","Year","Organisation","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","20-29","200","190","25480","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","30-39","80","80","29450","29230"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","20-29","220","220","25030","22200"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","30-39","110","100","38000","38000"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","40-49","60","60","43620","48080"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","20-29","80","80","26360","24590"
"New entrant CS","2022","Crown Prosecution Service","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","20-29","190","190","25570","24750"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","30-39","130","120","33990","33000"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","40-49","90","90","33880","32500"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","50-59","100","100","38660","39000"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","20-29","120","120","23710","20700"
"New entrant CS","2022","Defence Equipment and Support","Unknown","30-39","70","60","32690","32900"
"New entrant CS","2022","Defence Equipment and Support","Unknown","40-49","50","50","40840","41000"
"New entrant CS","2022","Defence Equipment and Support","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","20-29","350","350","25570","25050"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","30-39","110","100","35200","33900"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","40-49","70","70","38520","38070"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","20-29","250","250","33950","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","30-39","120","120","41390","38620"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","40-49","60","60","45380","40050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
