"Status","Year","Organisation","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Unknown","Unknown","70","70","41250","38140"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","White","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","White","Declared non-disabled","190","190","42140","37430"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","White","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","White","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","White","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","White","Declared non-disabled","60","60","38310","32940"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","White","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Asian","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Black","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
