"Status","Year","Ethnicity","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","650","640","41300","37980"
"New entrant CS","2021","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","130","120","31860","32540"
"New entrant CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","210","200","33870","32790"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","160","150","33520","28000"
"New entrant CS","2021","Unknown","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","80","80","43420","45740"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","210","210","38060","30850"
"New entrant CS","2021","Unknown","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","80","70","46990","37890"
"New entrant CS","2021","Unknown","Operational Delivery","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Declared non-disabled","120","110","26680","21050"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","5710","5510","23890","22350"
"New entrant CS","2021","Unknown","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","390","380","30180","28530"
"New entrant CS","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Undeclared","50","50","37580","34710"
"New entrant CS","2021","Unknown","Policy","Unknown","1060","1040","39080","33570"
"New entrant CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","230","220","37840","35050"
"New entrant CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","110","110","34120","27880"
"New entrant CS","2021","Unknown","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","140","140","27880","21550"
"New entrant CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","230","230","29180","25540"
"New entrant CS","2021","Unknown","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","90","90","32220","30700"
"New entrant CS","2021","Unknown","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Unknown","2080","2030","22280","20140"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4190","4100","32930","28000"
"New entrant CS","2021","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Declared non-disabled","170","170","35090","33650"
"New entrant CS","2021","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","80","80","34620","33000"
"New entrant CS","2021","White","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Declared non-disabled","140","140","36320","32560"
"New entrant CS","2021","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","60","60","35380","31030"
"New entrant CS","2021","White","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Declared disabled","60","60","37290","37000"
"New entrant CS","2021","White","Digital, Data and Technology","Declared non-disabled","520","520","41350","38630"
"New entrant CS","2021","White","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data and Technology","Unknown","230","230","38370","36500"
"New entrant CS","2021","White","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Economics","Declared non-disabled","180","180","32900","31800"
"New entrant CS","2021","White","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Economics","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","White","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Declared non-disabled","260","250","36240","32000"
"New entrant CS","2021","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Unknown","70","60","36640","29360"
"New entrant CS","2021","White","Human Resources","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Declared non-disabled","290","280","33440","29090"
"New entrant CS","2021","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Unknown","90","80","33220","28840"
"New entrant CS","2021","White","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Inspector of Education and Training","Declared non-disabled","80","80","63820","70500"
"New entrant CS","2021","White","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","International Trade","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","White","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Declared non-disabled","100","90","31310","30100"
"New entrant CS","2021","White","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Declared non-disabled","260","250","41820","43920"
"New entrant CS","2021","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Unknown","240","230","45730","48080"
"New entrant CS","2021","White","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Medicine","Declared non-disabled","190","160","50900","37890"
"New entrant CS","2021","White","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Medicine","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","White","Operational Delivery","Declared disabled","630","610","24740","22850"
"New entrant CS","2021","White","Operational Delivery","Declared non-disabled","5690","5460","25680","22920"
"New entrant CS","2021","White","Operational Delivery","Undeclared","250","230","28530","24810"
"New entrant CS","2021","White","Operational Delivery","Unknown","1640","1610","28430","24880"
"New entrant CS","2021","White","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Research","Declared non-disabled","60","60","33690","33880"
"New entrant CS","2021","White","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Other","Declared disabled","90","90","23860","20920"
"New entrant CS","2021","White","Other","Declared non-disabled","920","900","27710","23450"
"New entrant CS","2021","White","Other","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","White","Other","Unknown","130","120","28590","25630"
"New entrant CS","2021","White","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Policy","Declared disabled","170","170","35590","33310"
"New entrant CS","2021","White","Policy","Declared non-disabled","1100","1090","37250","33570"
"New entrant CS","2021","White","Policy","Undeclared","80","80","36230","32560"
"New entrant CS","2021","White","Policy","Unknown","310","310","37840","33570"
"New entrant CS","2021","White","Project Delivery","Declared disabled","60","50","34940","33000"
"New entrant CS","2021","White","Project Delivery","Declared non-disabled","590","580","38320","35000"
"New entrant CS","2021","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Unknown","90","90","36650","34710"
"New entrant CS","2021","White","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Declared non-disabled","260","260","33350","30860"
"New entrant CS","2021","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Unknown","50","50","36950","34750"
"New entrant CS","2021","White","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Psychology","Declared non-disabled","60","50","25350","24620"
"New entrant CS","2021","White","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Science and Engineering","Declared disabled","90","80","29170","27750"
"New entrant CS","2021","White","Science and Engineering","Declared non-disabled","780","730","32330","29750"
"New entrant CS","2021","White","Science and Engineering","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","White","Science and Engineering","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","White","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Declared non-disabled","340","340","25900","23540"
"New entrant CS","2021","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Unknown","60","60","28950","25540"
"New entrant CS","2021","White","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Social Research","Declared non-disabled","90","90","33570","32540"
"New entrant CS","2021","White","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Social Research","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","White","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Statistics","Declared non-disabled","140","130","34240","31810"
"New entrant CS","2021","White","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Statistics","Unknown","50","50","33990","32540"
"New entrant CS","2021","White","Tax","Declared disabled","70","70","23610","20140"
"New entrant CS","2021","White","Tax","Declared non-disabled","750","730","23140","20140"
