"Status","Year","Parent_department","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Treasury","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Security","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Digital, Data and Technology","250","240","46060","41950"
"New entrant CS","2022","Home Office","Unknown","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Operational Delivery","1750","1640","25960","24880"
"New entrant CS","2022","Home Office","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Other","70","70","29660","28650"
"New entrant CS","2022","Home Office","Unknown","Policy","120","120","38130","35050"
"New entrant CS","2022","Home Office","Unknown","Project Delivery","130","120","37260","35050"
"New entrant CS","2022","Home Office","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Statistics","60","60","25830","22460"
"New entrant CS","2022","Ministry of Defence","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Analysis","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","Commercial","180","170","28990","26670"
"New entrant CS","2022","Ministry of Defence","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Digital, Data and Technology","180","180","31850","28750"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Finance","Finance","130","130","29090","26350"
"New entrant CS","2022","Ministry of Defence","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","Human Resources","210","200","29250","21170"
"New entrant CS","2022","Ministry of Defence","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Geography","70","70","25820","20420"
"New entrant CS","2022","Ministry of Defence","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Other","90","90","29190","25050"
"New entrant CS","2022","Ministry of Defence","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","No function","Science and Engineering","280","280","28770","26030"
"New entrant CS","2022","Ministry of Defence","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Commercial","50","50","28190","24000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Operational Delivery","50","50","27200","23490"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Other","240","240","27340","24750"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Project Delivery","470","460","35540","33000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Science and Engineering","420","410","34600","33000"
"New entrant CS","2022","Ministry of Defence","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","Property","200","200","30160","33000"
"New entrant CS","2022","Ministry of Defence","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","Intelligence Analysis","70","70","29700","28700"
"New entrant CS","2022","Ministry of Defence","Security","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","Security","510","510","26450","25000"
"New entrant CS","2022","Ministry of Defence","Unknown","Finance","120","120","36400","33000"
"New entrant CS","2022","Ministry of Defence","Unknown","Medicine","230","190","44160","35440"
"New entrant CS","2022","Ministry of Defence","Unknown","Other","880","860","24170","21170"
"New entrant CS","2022","Ministry of Defence","Unknown","Policy","80","80","37620","37000"
"New entrant CS","2022","Ministry of Defence","Unknown","Science and Engineering","110","110","30160","26350"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data & Technology","Digital, Data and Technology","200","200","43600","41750"
"New entrant CS","2022","Ministry of Justice","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Human Resources","90","90","33050","30450"
"New entrant CS","2022","Ministry of Justice","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Legal","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Legal","120","120","34500","34260"
"New entrant CS","2022","Ministry of Justice","No function","Operational Delivery","16920","16100","26430","24090"
"New entrant CS","2022","Ministry of Justice","No function","Policy","80","70","34840","34260"
"New entrant CS","2022","Ministry of Justice","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","No function","Psychology","180","180","26510","27700"
"New entrant CS","2022","Ministry of Justice","No function","Unknown","180","160","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
