"Status","Year","Profession_of_post","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Commercial","340","280","35070","35900"
"New entrant CS","2022","Commercial","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Communications","50","50","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Communications","120","100","26970","27270"
"New entrant CS","2022","Communications","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Communications","80","60","57510","54700"
"New entrant CS","2022","Communications","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Communications","280","270","35720","35120"
"New entrant CS","2022","Communications","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Counter Fraud","290","280","22670","21260"
"New entrant CS","2022","Counter Fraud","EO","Counter Fraud","360","350","27850","27570"
"New entrant CS","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Digital, Data & Technology","210","210","20430","21170"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Digital, Data & Technology","520","510","26600","26590"
"New entrant CS","2022","Digital, Data and Technology","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Digital, Data & Technology","550","540","55390","53530"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Unknown","90","90","61540","59150"
"New entrant CS","2022","Digital, Data and Technology","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Digital, Data & Technology","1160","1120","36020","35900"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Unknown","110","110","37470","37450"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Analysis","60","60","21080","19860"
"New entrant CS","2022","Economics","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","EO","Analysis","60","60","27140","26780"
"New entrant CS","2022","Economics","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","Analysis","140","140","34050","33120"
"New entrant CS","2022","Economics","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","No function","30","30","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Finance","120","110","21070","21250"
"New entrant CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Finance","280","250","25170","25000"
"New entrant CS","2022","Finance","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Finance","130","130","55820","54110"
"New entrant CS","2022","Finance","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Finance","440","400","36330","36500"
"New entrant CS","2022","Finance","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","70","70","37230","37000"
"New entrant CS","2022","Finance","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","AA/AO","No function","50","50","20420","20420"
"New entrant CS","2022","Geography","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Human Resources","220","210","21440","21170"
"New entrant CS","2022","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Human Resources","280","250","25910","26350"
"New entrant CS","2022","Human Resources","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Human Resources","150","140","56010","54290"
"New entrant CS","2022","Human Resources","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Human Resources","380","370","34650","33080"
"New entrant CS","2022","Human Resources","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","No function","70","70","72490","70500"
"New entrant CS","2022","Inspector of Education and Training","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","SEO/HEO","No function","90","90","47320","46360"
"New entrant CS","2022","Intelligence Analysis","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","EO","Security","60","60","27810","28700"
"New entrant CS","2022","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
