"Status","Year","Function_of_post","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Unknown","SEO/HEO","50","50","36760","34750"
"New entrant CS","2021","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","EO","50","50","26080","25560"
"New entrant CS","2021","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","AA/AO","130","130","20640","20140"
"New entrant CS","2021","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Tax","AA/AO","790","770","20280","20140"
"New entrant CS","2021","Debt","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","90","90","21430","21040"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","340","340","26430","26090"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","390","390","57640","55750"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","710","700","36490","36330"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","80","80","56650","54700"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","80","70","36180","34550"
"New entrant CS","2021","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","AA/AO","90","80","20560","20500"
"New entrant CS","2021","Finance","Finance","EO","160","160","24710","25000"
"New entrant CS","2021","Finance","Finance","G6/G7","90","80","58200","57580"
"New entrant CS","2021","Finance","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","SEO/HEO","290","290","36360","36000"
"New entrant CS","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA/AO","160","150","20950","20920"
"New entrant CS","2021","Human Resources","Human Resources","EO","160","150","25810","26350"
"New entrant CS","2021","Human Resources","Human Resources","G6/G7","90","90","57150","54590"
"New entrant CS","2021","Human Resources","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","SEO/HEO","230","220","34270","33000"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","EO","40","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","EO","100","100","27260","26970"
"New entrant CS","2021","Legal","Legal","G6/G7","420","400","53610","51130"
"New entrant CS","2021","Legal","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","SEO/HEO","350","340","34790","36800"
"New entrant CS","2021","Legal","Operational Delivery","AA/AO","390","380","20460","20120"
"New entrant CS","2021","Legal","Operational Delivery","EO","60","60","26470","26970"
"New entrant CS","2021","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","EO","50","50","26910","26950"
"New entrant CS","2021","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","SEO/HEO","60","60","32250","32060"
"New entrant CS","2021","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","G6/G7","60","60","73310","75500"
"New entrant CS","2021","No function","Inspector of Education and Training","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","SEO/HEO","90","80","33300","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","No function","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","SCS","60","40","92780","84460"
"New entrant CS","2021","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","AA/AO","8080","7830","22000","21300"
"New entrant CS","2021","No function","Operational Delivery","EO","1960","1910","27020","26050"
"New entrant CS","2021","No function","Operational Delivery","G6/G7","310","290","56350","53380"
"New entrant CS","2021","No function","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","SEO/HEO","1570","1470","35120","33950"
"New entrant CS","2021","No function","Operational Delivery","Unknown","1430","1300","22910","22920"
"New entrant CS","2021","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","AA/AO","70","60","19370","18980"
