"Status","Year","Region_ITL1","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wales","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Female","Social Research","50","50","[c]","[c]"
"New entrant CS","2021","Wales","Female","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Female","Tax","120","110","21450","20140"
"New entrant CS","2021","Wales","Female","Unknown","380","380","25190","27570"
"New entrant CS","2021","Wales","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Digital, Data and Technology","160","160","35430","31350"
"New entrant CS","2021","Wales","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Operational Delivery","520","500","23280","21590"
"New entrant CS","2021","Wales","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Male","Tax","120","120","21870","20140"
"New entrant CS","2021","Wales","Male","Unknown","300","290","24450","21010"
"New entrant CS","2021","Wales","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Operational Delivery","850","810","23570","22350"
"New entrant CS","2021","West Midlands (England)","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Other","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Policy","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Science and Engineering","30","20","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","Tax","110","110","21370","20140"
"New entrant CS","2021","West Midlands (England)","Female","Unknown","640","620","26890","27570"
"New entrant CS","2021","West Midlands (England)","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Digital, Data and Technology","90","80","40310","38390"
"New entrant CS","2021","West Midlands (England)","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Operational Delivery","600","580","25850","22850"
"New entrant CS","2021","West Midlands (England)","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Other","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Male","Tax","90","90","21790","20140"
"New entrant CS","2021","West Midlands (England)","Male","Unknown","440","430","26440","27570"
"New entrant CS","2021","West Midlands (England)","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Digital, Data and Technology","50","50","36000","32000"
"New entrant CS","2021","Yorkshire and The Humber","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Operational Delivery","690","650","23520","21430"
"New entrant CS","2021","Yorkshire and The Humber","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Other","50","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Policy","180","170","35050","29860"
"New entrant CS","2021","Yorkshire and The Humber","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Female","Tax","140","140","22440","20140"
"New entrant CS","2021","Yorkshire and The Humber","Female","Unknown","1000","970","26480","27570"
"New entrant CS","2021","Yorkshire and The Humber","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Digital, Data and Technology","80","80","43910","39980"
"New entrant CS","2021","Yorkshire and The Humber","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Operational Delivery","560","550","24060","22850"
"New entrant CS","2021","Yorkshire and The Humber","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Other","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Policy","130","130","38090","30730"
"New entrant CS","2021","Yorkshire and The Humber","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Male","Property","30","30","[c]","[c]"
