"Status","Year","Profession_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Social Research","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Declared non-disabled","90","90","33830","32540"
"New entrant CS","2021","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","SEO/HEO","Unknown","80","80","33050","32540"
"New entrant CS","2021","Statistics","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Declared non-disabled","50","50","27010","27850"
"New entrant CS","2021","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Declared non-disabled","100","100","34390","32560"
"New entrant CS","2021","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","SEO/HEO","Unknown","90","90","33650","32540"
"New entrant CS","2021","Tax","AA/AO","Declared disabled","50","50","20360","20140"
"New entrant CS","2021","Tax","AA/AO","Declared non-disabled","610","590","20210","20140"
"New entrant CS","2021","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","AA/AO","Unknown","1520","1470","20170","20140"
"New entrant CS","2021","Tax","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Declared non-disabled","270","270","25700","25560"
"New entrant CS","2021","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","EO","Unknown","460","460","25560","25560"
"New entrant CS","2021","Tax","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Declared non-disabled","100","100","32290","31810"
"New entrant CS","2021","Tax","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","SEO/HEO","Unknown","150","150","32960","31810"
"New entrant CS","2021","Unknown","AA/AO","Declared disabled","670","660","21330","21010"
"New entrant CS","2021","Unknown","AA/AO","Declared non-disabled","4650","4590","21610","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","220","210","21600","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1010","980","21250","21010"
"New entrant CS","2021","Unknown","EO","Declared disabled","1410","1370","28360","27570"
"New entrant CS","2021","Unknown","EO","Declared non-disabled","8210","8040","28520","27570"
"New entrant CS","2021","Unknown","EO","Undeclared","430","420","28580","27570"
"New entrant CS","2021","Unknown","EO","Unknown","1560","1520","28280","27570"
"New entrant CS","2021","Unknown","G6/G7","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared non-disabled","340","330","56850","54700"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","320","310","61180","55000"
"New entrant CS","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","200","190","84770","72000"
"New entrant CS","2021","Unknown","SEO/HEO","Declared disabled","100","100","34250","34550"
"New entrant CS","2021","Unknown","SEO/HEO","Declared non-disabled","780","770","35310","34710"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","50","50","32590","33970"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","1060","1050","31610","28000"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Declared non-disabled","130","120","25250","26130"
"New entrant CS","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","EO","Unknown","100","100","25770","25890"
"New entrant CS","2022","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Declared non-disabled","170","170","34840","34000"
"New entrant CS","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","Unknown","220","160","35690","36500"
"New entrant CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","EO","Unknown","90","70","27360","27270"
"New entrant CS","2022","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Declared non-disabled","160","150","35150","34540"
"New entrant CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","Unknown","130","130","36470","35360"
"New entrant CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Declared non-disabled","220","220","22700","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Declared non-disabled","270","270","27880","27570"
"New entrant CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Declared non-disabled","130","130","20120","20910"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","AA/AO","Unknown","60","60","21280","21170"
"New entrant CS","2022","Digital, Data and Technology","EO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Declared non-disabled","290","290","26400","26350"
"New entrant CS","2022","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","EO","Unknown","240","240","27130","27130"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Declared non-disabled","360","350","55340","54000"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","G6/G7","Unknown","250","250","58140","57430"
"New entrant CS","2022","Digital, Data and Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Declared disabled","80","80","35930","35720"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Declared non-disabled","650","650","36060","35900"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","SEO/HEO","Unknown","540","510","36510","36500"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Declared non-disabled","50","50","21420","21250"
"New entrant CS","2022","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","EO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","EO","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
