"Status","Year","Profession_of_post","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Operational Delivery","Female","30-39","4960","4650","26430","24800"
"New entrant CS","2022","Operational Delivery","Female","40-49","3810","3560","28100","25500"
"New entrant CS","2022","Operational Delivery","Female","50-59","3350","3120","27640","24950"
"New entrant CS","2022","Operational Delivery","Female","60-64","820","710","27100","24800"
"New entrant CS","2022","Operational Delivery","Female","65+","210","170","28970","27420"
"New entrant CS","2022","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Male","16-19","270","250","21720","21250"
"New entrant CS","2022","Operational Delivery","Male","20-29","5260","5200","24440","23140"
"New entrant CS","2022","Operational Delivery","Male","30-39","3590","3540","26340","24880"
"New entrant CS","2022","Operational Delivery","Male","40-49","2250","2200","29040","26140"
"New entrant CS","2022","Operational Delivery","Male","50-59","2350","2200","29150","26830"
"New entrant CS","2022","Operational Delivery","Male","60-64","660","580","29280","27570"
"New entrant CS","2022","Operational Delivery","Male","65+","240","180","30170","28200"
"New entrant CS","2022","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Female","20-29","560","550","24350","21640"
"New entrant CS","2022","Other","Female","30-39","340","320","27570","23450"
"New entrant CS","2022","Other","Female","40-49","230","220","29950","26350"
"New entrant CS","2022","Other","Female","50-59","180","170","26860","21260"
"New entrant CS","2022","Other","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Male","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Other","Male","20-29","500","490","24000","21260"
"New entrant CS","2022","Other","Male","30-39","260","250","31020","27220"
"New entrant CS","2022","Other","Male","40-49","230","230","33290","26350"
"New entrant CS","2022","Other","Male","50-59","210","210","29660","26350"
"New entrant CS","2022","Other","Male","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Other","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","20-29","1260","1240","32800","32560"
"New entrant CS","2022","Policy","Female","30-39","520","500","39130","36500"
"New entrant CS","2022","Policy","Female","40-49","270","250","42880","39910"
"New entrant CS","2022","Policy","Female","50-59","150","140","41090","36740"
"New entrant CS","2022","Policy","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","20-29","920","910","33100","32560"
"New entrant CS","2022","Policy","Male","30-39","430","420","40740","37350"
"New entrant CS","2022","Policy","Male","40-49","180","180","42980","39600"
"New entrant CS","2022","Policy","Male","50-59","110","110","43800","38750"
"New entrant CS","2022","Policy","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","20-29","230","230","31170","30530"
"New entrant CS","2022","Project Delivery","Female","30-39","180","170","37710","35050"
"New entrant CS","2022","Project Delivery","Female","40-49","140","140","41040","38110"
"New entrant CS","2022","Project Delivery","Female","50-59","60","60","40230","38000"
"New entrant CS","2022","Project Delivery","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","20-29","190","190","30330","29230"
"New entrant CS","2022","Project Delivery","Male","30-39","170","170","38840","39600"
"New entrant CS","2022","Project Delivery","Male","40-49","120","120","43010","40000"
"New entrant CS","2022","Project Delivery","Male","50-59","100","100","47850","41480"
"New entrant CS","2022","Project Delivery","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","20-29","140","140","28760","26030"
"New entrant CS","2022","Property","Female","30-39","80","80","35400","33000"
"New entrant CS","2022","Property","Female","40-49","60","60","37030","33000"
"New entrant CS","2022","Property","Female","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Property","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","20-29","130","130","28640","27120"
"New entrant CS","2022","Property","Male","30-39","80","80","36850","33000"
"New entrant CS","2022","Property","Male","40-49","100","100","42950","40000"
"New entrant CS","2022","Property","Male","50-59","100","100","38690","33080"
"New entrant CS","2022","Property","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","20-29","130","130","26010","27380"
"New entrant CS","2022","Psychology","Female","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Psychology","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","20-29","340","340","26890","26370"
"New entrant CS","2022","Science and Engineering","Female","30-39","180","170","34510","32310"
"New entrant CS","2022","Science and Engineering","Female","40-49","100","90","39030","38650"
"New entrant CS","2022","Science and Engineering","Female","50-59","70","60","40300","40030"
"New entrant CS","2022","Science and Engineering","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Male","16-19","60","60","18100","17140"
"New entrant CS","2022","Science and Engineering","Male","20-29","460","460","27320","27010"
"New entrant CS","2022","Science and Engineering","Male","30-39","180","170","36290","33000"
"New entrant CS","2022","Science and Engineering","Male","40-49","120","120","39910","40000"
"New entrant CS","2022","Science and Engineering","Male","50-59","120","120","41370","42500"
"New entrant CS","2022","Science and Engineering","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","20-29","70","70","26140","23710"
"New entrant CS","2022","Security","Female","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Security","Female","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Security","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","20-29","180","180","25620","25000"
"New entrant CS","2022","Security","Male","30-39","130","130","30010","25000"
"New entrant CS","2022","Security","Male","40-49","90","90","29770","25000"
"New entrant CS","2022","Security","Male","50-59","110","110","30660","25000"
"New entrant CS","2022","Security","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","20-29","150","150","32410","30710"
"New entrant CS","2022","Social Research","Female","30-39","50","50","37510","38340"
"New entrant CS","2022","Social Research","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Social Research","Male","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","20-29","120","120","28950","30150"
"New entrant CS","2022","Statistics","Female","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","20-29","150","150","29980","30150"
"New entrant CS","2022","Statistics","Male","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Statistics","Male","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Female","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Female","20-29","580","560","26840","26590"
"New entrant CS","2022","Tax","Female","30-39","360","340","27220","26590"
"New entrant CS","2022","Tax","Female","40-49","190","180","27520","26590"
"New entrant CS","2022","Tax","Female","50-59","90","90","26720","26590"
"New entrant CS","2022","Tax","Female","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Male","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Male","20-29","560","560","26990","26590"
"New entrant CS","2022","Tax","Male","30-39","460","460","28230","26590"
"New entrant CS","2022","Tax","Male","40-49","180","170","28860","26590"
"New entrant CS","2022","Tax","Male","50-59","90","90","28180","26590"
"New entrant CS","2022","Tax","Male","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tax","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","16-19","60","50","22890","21260"
"New entrant CS","2022","Unknown","Female","20-29","1910","1880","27930","27570"
"New entrant CS","2022","Unknown","Female","30-39","1160","1110","34100","28640"
"New entrant CS","2022","Unknown","Female","40-49","790","750","35990","31540"
"New entrant CS","2022","Unknown","Female","50-59","580","550","34870","27570"
"New entrant CS","2022","Unknown","Female","60-64","80","70","29320","27230"
"New entrant CS","2022","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","16-19","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Male","20-29","1410","1390","28080","27230"
"New entrant CS","2022","Unknown","Male","30-39","970","950","34860","30750"
"New entrant CS","2022","Unknown","Male","40-49","560","550","40330","31540"
"New entrant CS","2022","Unknown","Male","50-59","400","390","42490","31990"
"New entrant CS","2022","Unknown","Male","60-64","80","70","35580","30330"
"New entrant CS","2022","Unknown","Male","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Female","20-29","[c]","[c]","[c]","[c]"
