"Status","Year","Disability","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Plymouth","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","HM Land Registry","100","90","28620","27130"
"New entrant CS","2021","Unknown","Plymouth","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Plymouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","HM Revenue and Customs","70","60","20220","20140"
"New entrant CS","2021","Unknown","Portsmouth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Portsmouth","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Powys","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Powys","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Powys","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Redbridge and Waltham Forest","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Redbridge and Waltham Forest","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Redbridge and Waltham Forest","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sandwell","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Borders","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Borders","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Borders","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sefton","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sefton","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sefton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sefton","HM Revenue and Customs","70","70","22170","20140"
"New entrant CS","2021","Unknown","Sefton","Home Office","60","60","24080","21430"
"New entrant CS","2021","Unknown","Sheffield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","Department for Education","120","120","31530","29360"
"New entrant CS","2021","Unknown","Sheffield","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","Home Office","120","120","27090","21430"
"New entrant CS","2021","Unknown","Sheffield","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Sheffield","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shetland Islands","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shropshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shropshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shropshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Shropshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Solihull","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Solihull","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Solihull","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Solihull","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South and West Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Ayrshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Ayrshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Ayrshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Hampshire","United Kingdom Statistics Authority","200","190","29050","29540"
"New entrant CS","2021","Unknown","South Lanarkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Lanarkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Lanarkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Lanarkshire","HM Revenue and Customs","120","120","20140","20140"
"New entrant CS","2021","Unknown","South Lanarkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Lanarkshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Nottinghamshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Nottinghamshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Teesside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Teesside","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Teesside","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Teesside","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West Wales","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southampton","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southampton","Department for Transport","60","50","33220","30730"
"New entrant CS","2021","Unknown","Southampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southampton","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southend-on-Sea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Staffordshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Staffordshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Staffordshire CC","Ministry of Justice","110","100","22130","22850"
"New entrant CS","2021","Unknown","Staffordshire CC","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Stoke-on-Trent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Stoke-on-Trent","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Stoke-on-Trent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Stoke-on-Trent","Ministry of Justice","50","50","19070","18880"
"New entrant CS","2021","Unknown","Suffolk","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Suffolk","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sunderland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sunderland","HM Revenue and Customs","100","90","21050","20140"
"New entrant CS","2021","Unknown","Sunderland","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Sunderland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swansea","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swansea","Department for Transport","160","140","22330","21590"
"New entrant CS","2021","Unknown","Swansea","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swansea","HM Land Registry","60","60","23470","22350"
"New entrant CS","2021","Unknown","Swansea","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swindon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swindon","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swindon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Telford and Wrekin","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Thurrock","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Torbay","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Torbay","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tower Hamlets","Cabinet Office","80","70","40540","34550"
"New entrant CS","2021","Unknown","Tower Hamlets","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tower Hamlets","Department of Health and Social Care","80","80","42790","40450"
"New entrant CS","2021","Unknown","Tower Hamlets","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Tower Hamlets","Ministry of Justice","90","90","36250","30920"
"New entrant CS","2021","Unknown","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tower Hamlets","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Department for Work and Pensions","130","130","24960","21010"
"New entrant CS","2021","Unknown","Tyneside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","HM Revenue and Customs","510","510","23470","20140"
"New entrant CS","2021","Unknown","Tyneside","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tyneside","Ministry of Justice","[c]","[c]","[c]","[c]"
