"Status","Year","Sexual_orientation","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","Declared non-disabled","90","90","28460","26350"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Crime Agency","Unknown","60","50","31850","32260"
"New entrant CS","2021","LGBO","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","Declared non-disabled","90","80","32570","28590"
"New entrant CS","2021","LGBO","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
