"Status","Year","Ethnicity","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Male","Intelligence Analysis","50","50","40880","33400"
"New entrant CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","80","80","37760","30850"
"New entrant CS","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Operational Delivery","2690","2620","24490","22850"
"New entrant CS","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other","230","220","30940","26300"
"New entrant CS","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Policy","490","480","40820","34710"
"New entrant CS","2021","Unknown","Male","Project Delivery","140","140","38670","35900"
"New entrant CS","2021","Unknown","Male","Property","70","70","35810","27880"
"New entrant CS","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Science and Engineering","130","130","26100","20590"
"New entrant CS","2021","Unknown","Male","Security","200","200","29150","25540"
"New entrant CS","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Statistics","50","50","31770","30100"
"New entrant CS","2021","Unknown","Male","Tax","1060","1040","22550","20140"
"New entrant CS","2021","Unknown","Male","Unknown","1790","1770","34480","28000"
"New entrant CS","2021","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Commercial","130","130","34110","33000"
"New entrant CS","2021","White","Female","Communications","130","120","35030","31560"
"New entrant CS","2021","White","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Digital, Data and Technology","310","300","38740","35900"
"New entrant CS","2021","White","Female","Economics","90","90","31710","31800"
"New entrant CS","2021","White","Female","Finance","200","200","33860","28840"
"New entrant CS","2021","White","Female","Human Resources","300","290","33060","28980"
"New entrant CS","2021","White","Female","Inspector of Education and Training","50","50","61140","67500"
"New entrant CS","2021","White","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","International Trade","30","30","[c]","[c]"
"New entrant CS","2021","White","Female","Knowledge and Information Management","60","60","28840","26880"
"New entrant CS","2021","White","Female","Legal","320","310","42990","43920"
"New entrant CS","2021","White","Female","Medicine","180","150","48150","37890"
"New entrant CS","2021","White","Female","Operational Delivery","4860","4630","25530","22920"
"New entrant CS","2021","White","Female","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","White","Female","Other","610","590","25760","20920"
"New entrant CS","2021","White","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","Policy","930","910","36350","33570"
"New entrant CS","2021","White","Female","Project Delivery","380","370","35850","33110"
"New entrant CS","2021","White","Female","Property","120","120","30800","29180"
"New entrant CS","2021","White","Female","Psychology","60","60","25700","24620"
"New entrant CS","2021","White","Female","Science and Engineering","470","420","32210","30410"
"New entrant CS","2021","White","Female","Security","110","110","25240","22650"
"New entrant CS","2021","White","Female","Social Research","110","100","33270","32540"
"New entrant CS","2021","White","Female","Statistics","110","110","34050","31810"
"New entrant CS","2021","White","Female","Tax","460","450","23060","20140"
"New entrant CS","2021","White","Female","Unknown","7020","6820","26910","27570"
"New entrant CS","2021","White","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Commercial","130","130","36020","34350"
"New entrant CS","2021","White","Male","Communications","90","90","37050","32560"
"New entrant CS","2021","White","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Digital, Data and Technology","520","520","41120","38160"
"New entrant CS","2021","White","Male","Economics","140","140","33300","32540"
"New entrant CS","2021","White","Male","Finance","150","150","39580","35030"
"New entrant CS","2021","White","Male","Human Resources","130","120","34700","28840"
"New entrant CS","2021","White","Male","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2021","White","Male","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","White","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","White","Male","Knowledge and Information Management","50","50","33190","31800"
"New entrant CS","2021","White","Male","Legal","210","210","44080","48080"
"New entrant CS","2021","White","Male","Medicine","70","60","61760","52420"
"New entrant CS","2021","White","Male","Operational Delivery","3340","3270","27290","24020"
"New entrant CS","2021","White","Male","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","White","Male","Other","560","550","29090","26000"
"New entrant CS","2021","White","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Policy","740","730","38090","33570"
"New entrant CS","2021","White","Male","Project Delivery","370","370","39790","37360"
"New entrant CS","2021","White","Male","Property","220","220","34970","33000"
"New entrant CS","2021","White","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Male","Science and Engineering","470","460","32020","28650"
"New entrant CS","2021","White","Male","Security","330","330","26870","23540"
"New entrant CS","2021","White","Male","Social Research","40","40","[c]","[c]"
"New entrant CS","2021","White","Male","Statistics","90","90","33910","31810"
"New entrant CS","2021","White","Male","Tax","430","430","23400","20140"
"New entrant CS","2021","White","Male","Unknown","5110","5080","27130","27570"
"New entrant CS","2021","White","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Counter Fraud","70","70","26000","25110"
"New entrant CS","2022","Asian","Female","Digital, Data and Technology","120","120","37770","35520"
"New entrant CS","2022","Asian","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Finance","60","60","33270","29360"
"New entrant CS","2022","Asian","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Human Resources","60","60","33160","30730"
"New entrant CS","2022","Asian","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Legal","90","90","43990","48080"
"New entrant CS","2022","Asian","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Operational Delivery","1460","1380","26290","25220"
"New entrant CS","2022","Asian","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Other","90","90","28370","26950"
"New entrant CS","2022","Asian","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Policy","160","160","35270","33390"
"New entrant CS","2022","Asian","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Science and Engineering","60","50","31940","28880"
"New entrant CS","2022","Asian","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","Tax","140","140","28110","26590"
"New entrant CS","2022","Asian","Female","Unknown","190","180","29910","27570"
"New entrant CS","2022","Asian","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Male","Digital, Data and Technology","170","170","40290","37000"
"New entrant CS","2022","Asian","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Finance","70","70","34770","34500"
"New entrant CS","2022","Asian","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Operational Delivery","1140","1100","26520","26590"
"New entrant CS","2022","Asian","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Other","80","80","27450","22200"
"New entrant CS","2022","Asian","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Policy","140","140","35510","33000"
"New entrant CS","2022","Asian","Male","Project Delivery","50","50","37030","34000"
"New entrant CS","2022","Asian","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Science and Engineering","60","50","31820","31000"
"New entrant CS","2022","Asian","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","Tax","230","220","27640","26590"
"New entrant CS","2022","Asian","Male","Unknown","210","200","29860","27570"
"New entrant CS","2022","Asian","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Digital, Data and Technology","50","50","35870","33080"
"New entrant CS","2022","Black","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","Black","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Black","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Operational Delivery","1050","1010","27940","27570"
"New entrant CS","2022","Black","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Other","50","50","[c]","[c]"
"New entrant CS","2022","Black","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Policy","110","110","34610","32790"
"New entrant CS","2022","Black","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Black","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","Tax","70","70","27610","26590"
"New entrant CS","2022","Black","Female","Unknown","110","100","31580","27750"
"New entrant CS","2022","Black","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","Communications","[c]","[c]","[c]","[c]"
