"Status","Year","Responsibility_level","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Operational Delivery","210","200","20980","20880"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Operational Delivery","240","230","21620","21050"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Operational Delivery","430","390","21620","21590"
"New entrant CS","2021","AA/AO","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Unknown","5530","5470","21610","21010"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Operational Delivery","320","270","20320","19630"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Science and Engineering","100","90","21020","19630"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Operational Delivery","510","500","22530","22350"
"New entrant CS","2021","AA/AO","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Operational Delivery","470","460","20630","20140"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Tax","2200","2140","20190","20140"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Unknown","340","320","20500","20140"
"New entrant CS","2021","AA/AO","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Operational Delivery","520","510","21640","21430"
"New entrant CS","2021","AA/AO","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Other","60","50","22930","22210"
"New entrant CS","2021","AA/AO","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Human Resources","80","80","20610","20920"
"New entrant CS","2021","AA/AO","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Medicine","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Operational Delivery","60","60","20570","20170"
"New entrant CS","2021","AA/AO","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Other","530","510","20490","20920"
"New entrant CS","2021","AA/AO","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Property","60","60","18700","18760"
"New entrant CS","2021","AA/AO","Ministry of Defence","Science and Engineering","80","80","19210","20500"
"New entrant CS","2021","AA/AO","Ministry of Defence","Security","520","520","25090","23540"
"New entrant CS","2021","AA/AO","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Operational Delivery","5670","5560","22340","22680"
"New entrant CS","2021","AA/AO","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Operational Delivery","60","60","21860","20800"
"New entrant CS","2021","AA/AO","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Other","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
