"Status","Year","Profession_of_post","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","EO","130","130","27670","27050"
"New entrant CS","2022","Legal","Heterosexual / straight","G6/G7","320","300","53330","50500"
"New entrant CS","2022","Legal","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","SEO/HEO","220","220","38780","40000"
"New entrant CS","2022","Legal","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","EO","50","50","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SEO/HEO","80","80","34390","34260"
"New entrant CS","2022","Medicine","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Heterosexual / straight","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","Heterosexual / straight","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Heterosexual / straight","SEO/HEO","60","60","37220","39030"
"New entrant CS","2022","Medicine","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","G6/G7","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","AA/AO","9720","9430","22160","21260"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","EO","4910","4780","27800","27570"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","G6/G7","280","270","55790","52610"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","SEO/HEO","1350","1310","35870","33210"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","Unknown","4880","4550","28750","26310"
"New entrant CS","2022","Operational Delivery","LGBO","AA/AO","1090","1070","22040","21260"
"New entrant CS","2022","Operational Delivery","LGBO","EO","470","470","27480","27570"
"New entrant CS","2022","Operational Delivery","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","LGBO","SEO/HEO","150","150","35110","33140"
"New entrant CS","2022","Operational Delivery","LGBO","Unknown","420","400","28590","24800"
"New entrant CS","2022","Operational Delivery","Undeclared","AA/AO","560","540","21950","21260"
"New entrant CS","2022","Operational Delivery","Undeclared","EO","340","310","27680","27570"
"New entrant CS","2022","Operational Delivery","Undeclared","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","SEO/HEO","150","140","35360","34380"
"New entrant CS","2022","Operational Delivery","Undeclared","Unknown","310","290","30560","28200"
"New entrant CS","2022","Operational Delivery","Unknown","AA/AO","6100","5910","22130","21300"
"New entrant CS","2022","Operational Delivery","Unknown","EO","2140","2020","27170","26590"
"New entrant CS","2022","Operational Delivery","Unknown","G6/G7","160","160","56550","53360"
"New entrant CS","2022","Operational Delivery","Unknown","SCS","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","SEO/HEO","570","550","34550","33080"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","3110","2780","27960","26310"
"New entrant CS","2022","Operational Research","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Operational Research","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Heterosexual / straight","AA/AO","770","750","21150","21260"
"New entrant CS","2022","Other","Heterosexual / straight","EO","490","480","25810","26350"
"New entrant CS","2022","Other","Heterosexual / straight","G6/G7","90","90","57400","54110"
"New entrant CS","2022","Other","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Heterosexual / straight","SEO/HEO","300","290","34360","33400"
"New entrant CS","2022","Other","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","LGBO","AA/AO","80","80","21250","21260"
"New entrant CS","2022","Other","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2022","Other","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","EO","30","30","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","AA/AO","230","220","21340","21170"
"New entrant CS","2022","Other","Unknown","EO","170","170","24020","26350"
"New entrant CS","2022","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","SEO/HEO","130","120","34450","34000"
"New entrant CS","2022","Other","Unknown","Unknown","160","160","20840","16190"
"New entrant CS","2022","Planning","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","AA/AO","90","90","21890","21300"
"New entrant CS","2022","Policy","Heterosexual / straight","EO","430","430","26390","26180"
"New entrant CS","2022","Policy","Heterosexual / straight","G6/G7","430","420","54240","53130"
"New entrant CS","2022","Policy","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","SEO/HEO","1500","1470","34500","33570"
"New entrant CS","2022","Policy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","EO","80","80","26850","27680"
"New entrant CS","2022","Policy","LGBO","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","SEO/HEO","220","220","34330","33570"
"New entrant CS","2022","Policy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","EO","50","40","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","SEO/HEO","220","200","34530","33570"
"New entrant CS","2022","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","EO","160","160","27040","27680"
"New entrant CS","2022","Policy","Unknown","G6/G7","120","120","55120","53500"
"New entrant CS","2022","Policy","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","SEO/HEO","430","430","35410","34550"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","AA/AO","50","50","21750","21260"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","EO","140","140","25410","25120"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","G6/G7","140","140","55850","54110"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","SEO/HEO","370","360","36090","36060"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","EO","70","70","26320","26250"
"New entrant CS","2022","Project Delivery","Unknown","G6/G7","50","50","57860","56720"
"New entrant CS","2022","Project Delivery","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","SEO/HEO","200","190","36030","35050"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","EO","120","120","25720","25000"
"New entrant CS","2022","Property","Heterosexual / straight","G6/G7","90","90","55350","53420"
"New entrant CS","2022","Property","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","SEO/HEO","200","200","35230","33000"
"New entrant CS","2022","Property","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Property","Unknown","EO","100","100","25970","25000"
"New entrant CS","2022","Property","Unknown","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO/HEO","100","100","35290","33040"
"New entrant CS","2022","Psychology","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","EO","50","50","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Heterosexual / straight","SEO/HEO","60","50","29520","27700"
"New entrant CS","2022","Psychology","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Heterosexual / straight","AA/AO","130","120","21360","21170"
"New entrant CS","2022","Science and Engineering","Heterosexual / straight","EO","210","200","26260","26370"
"New entrant CS","2022","Science and Engineering","Heterosexual / straight","G6/G7","90","80","54930","52610"
