"Status","Year","Region_ITL2","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Lancashire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared non-disabled","20-29","300","300","22620","21010"
"New entrant CS","2021","Lancashire","Declared non-disabled","30-39","160","160","23990","21010"
"New entrant CS","2021","Lancashire","Declared non-disabled","40-49","120","120","24130","21010"
"New entrant CS","2021","Lancashire","Declared non-disabled","50-59","140","140","24490","21010"
"New entrant CS","2021","Lancashire","Declared non-disabled","60-64","50","40","[c]","[c]"
"New entrant CS","2021","Lancashire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","20-29","130","120","22910","21010"
"New entrant CS","2021","Lancashire","Unknown","30-39","80","70","25270","22350"
"New entrant CS","2021","Lancashire","Unknown","40-49","60","50","25730","22350"
"New entrant CS","2021","Lancashire","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","20-29","190","190","23550","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","30-39","120","120","25500","25150"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","40-49","60","60","26110","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","50-59","80","80","25910","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","20-29","130","130","22590","22350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","30-39","70","70","26110","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","40-49","60","60","26360","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","20-29","60","60","23350","22890"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","50-59","60","60","27940","27570"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared non-disabled","20-29","220","220","23750","22850"
"New entrant CS","2021","Merseyside","Declared non-disabled","30-39","130","130","26970","27570"
"New entrant CS","2021","Merseyside","Declared non-disabled","40-49","80","80","30710","27570"
"New entrant CS","2021","Merseyside","Declared non-disabled","50-59","80","70","25760","21010"
"New entrant CS","2021","Merseyside","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","20-29","250","250","22900","21430"
"New entrant CS","2021","Merseyside","Unknown","30-39","150","150","26730","22350"
"New entrant CS","2021","Merseyside","Unknown","40-49","120","110","31420","25560"
"New entrant CS","2021","Merseyside","Unknown","50-59","70","70","30810","24440"
"New entrant CS","2021","Merseyside","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","30-39","40","30","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","20-29","120","120","24610","24920"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","30-39","80","80","31570","27570"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","40-49","80","70","35350","27570"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","50-59","80","80","33000","27570"
"New entrant CS","2021","North Yorkshire","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","20-29","50","50","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","20-29","80","70","21950","20140"
"New entrant CS","2021","Northern Ireland","Unknown","30-39","60","60","24800","20870"
"New entrant CS","2021","Northern Ireland","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Declared disabled","20-29","70","70","22980","21010"
