"Status","Year","Organisation","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Policy","130","130","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Operational Delivery","160","150","34670","28990"
"Leaver Dept.","2022","Home Office","London","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Other","80","80","41980","35200"
"Leaver Dept.","2022","Home Office","London","Policy","230","220","48260","42130"
"Leaver Dept.","2022","Home Office","London","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North East (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Operational Delivery","230","220","25530","24890"
"Leaver Dept.","2022","Home Office","North West (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","North West (England)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Scotland","Operational Delivery","60","60","26290","24890"
"Leaver Dept.","2022","Home Office","Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Operational Delivery","50","50","25960","24890"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","West Midlands (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Operational Delivery","80","80","26630","24890"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","West Midlands (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","London","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","East Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","North East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","North West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","West Midlands (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South East (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South East (England)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South East (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South East (England)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Yorkshire and The Humber","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","East of England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","South West (England)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","East Midlands (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
