"Status","Year","Organisation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Operational Delivery","150","120","19800","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Operational Delivery","90","90","20320","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Operational Delivery","60","60","23180","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Operational Delivery","130","130","26700","26580"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Male","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Female","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Male","Unknown","60","60","25480","25140"
"New entrant CS","2021","Government Actuary's Department","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Female","Internal Audit","[c]","[c]","[c]","[c]"
