"Status","Year","Sex","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","Female","Property","Ministry of Defence","70","70","27150","26350"
"New entrant CS","2021","Female","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Property","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Psychology","Ministry of Justice","110","110","26700","24620"
"New entrant CS","2021","Female","Psychology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Department for Environment, Food and Rural Affairs","50","50","26760","24370"
"New entrant CS","2021","Female","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Department of Health and Social Care","410","350","33660","31370"
"New entrant CS","2021","Female","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Ministry of Defence","110","100","29410","27540"
"New entrant CS","2021","Female","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Science and Engineering","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Ministry of Defence","100","100","23980","20920"
"New entrant CS","2021","Female","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Ministry of Justice","50","40","[c]","[c]"
"New entrant CS","2021","Female","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Social Research","United Kingdom Statistics Authority","100","90","32040","32540"
"New entrant CS","2021","Female","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Statistics","United Kingdom Statistics Authority","80","80","34530","32540"
"New entrant CS","2021","Female","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Tax","HM Revenue and Customs","1620","1570","22330","20140"
"New entrant CS","2021","Female","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Cabinet Office","940","930","36910","28000"
"New entrant CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Department for Work and Pensions","9970","9680","26860","27570"
"New entrant CS","2021","Female","Unknown","Department of Health and Social Care","70","70","38550","32790"
"New entrant CS","2021","Female","Unknown","HM Revenue and Customs","470","460","28290","20140"
"New entrant CS","2021","Female","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scottish Government","890","850","32710","30650"
"New entrant CS","2021","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Ministry of Defence","80","80","32880","30750"
"New entrant CS","2021","Male","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","Male","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
